channel,spearman
unmod1_l3_f200,-0.04753637585534606
unmod1_l3_f201,-0.06815038746027448
unmod1_l3_f202,-0.26417554669565824
unmod1_l3_f203,-0.10281727458595732
unmod1_l3_f204,-0.1737780906888495
unmod1_l3_f205,-0.11086317772054138
unmod1_l3_f206,-0.1710209969998805
unmod1_l3_f207,0.059516142549618074
unmod1_l3_f208,-0.08301023170086352
unmod1_l3_f209,0.10161516921835183
unmod1_l3_f210,0.005441697706054427
unmod1_l3_f211,0.010494866594622601
unmod1_l3_f212,-0.2147372401798821
unmod1_l3_f213,-0.5215531513332067
unmod1_l3_f214,0.06882519120928275
unmod1_l3_f215,0.07674656540344545
unmod1_l3_f216,-0.11865022846842034
unmod1_l3_f217,-0.02954930735989577
unmod1_l3_f218,-0.0033656998461668113
unmod1_l3_f219,-0.04865829720042866
unmod1_l3_f220,0.028651815098936315
unmod1_l3_f221,-0.3008802414734687
unmod1_l3_f222,-0.45469157864653403
unmod1_l3_f223,-0.1988334151176951
unmod1_l3_f224,-0.01637432978249689
unmod1_l3_f225,-0.09849031338288003
unmod1_l3_f226,-0.4946073405189439
unmod1_l3_f227,0.06507715924024506
unmod1_l3_f228,0.08883603870020447
unmod1_l3_f229,0.027175241336790962
unmod1_l3_f230,-0.26369542677945834
unmod1_l3_f231,-0.06213444011763499
unmod1_l3_f232,-0.4343685191416767
unmod1_l3_f233,0.08912136198249973
unmod1_l3_f234,-0.48199785306475756
unmod1_l3_f235,-0.02269677031320117
unmod1_l3_f236,-0.510047618676152
unmod1_l3_f237,0.013991328801477947
unmod1_l3_f238,-0.04481958025641394
unmod1_l3_f239,0.0005173032984010611
unmod1_l3_f240,-0.2249028592328942
unmod1_l3_f241,-0.006644119723171823
unmod1_l3_f242,-0.43592005747118107
unmod1_l3_f243,-0.027894173693421374
unmod1_l3_f244,-0.2701220412829045
unmod1_l3_f245,-0.1523922148124734
unmod1_l3_f246,-0.07771625806649264
unmod1_l3_f247,0.030921917029407966
unmod1_l3_f248,-0.015353951373069977
unmod1_l3_f249,-0.13461083684645525
unmod1_l3_f250,0.0671751905778122
unmod1_l3_f251,-0.2734960322458418
unmod1_l3_f252,0.1444179832165044
unmod1_l3_f253,-0.06912570787753211
unmod1_l3_f254,-0.15174754767964224
unmod1_l3_f255,0.0844963614576465
