,TSNE-1,TSNE-2,task_source
8580,-28.484198,34.141266,human
8581,-44.024696,13.970452,human
8582,-30.67188,18.75907,human
8583,-36.49584,16.81433,human
8584,-42.102596,16.935215,human
8585,-21.702606,27.89785,human
8586,-27.704212,27.356777,human
8587,-47.444798,3.794445,human
8588,-23.533264,13.818881,human
8589,-23.003553,23.977818,human
8590,-24.548443,23.666342,human
8591,-22.717636,29.684187,human
8592,-28.61511,16.272057,human
8593,-26.747635,29.001646,human
8594,-48.228775,5.663788,human
8595,-24.229351,32.72117,human
8596,-47.795834,-5.7821918,human
8597,-13.888475,28.147985,human
8598,-29.651756,18.599188,human
8599,-25.196178,18.235518,human
8600,-39.917084,-3.1763391,human
8601,-37.634552,13.5976095,human
8602,-46.297665,15.6810255,human
8603,-31.602663,9.050135,human
8604,-42.748695,-1.8632326,human
8605,-15.772604,33.642082,human
8606,-40.35791,10.157282,human
8607,-40.03332,15.422033,human
8608,-22.67876,18.85377,human
8609,-27.555817,10.398177,human
8610,-44.268623,-20.159542,human
8611,-57.14349,-5.5707517,human
8612,-43.750458,-14.822441,human
8613,-39.669006,14.664862,human
8614,-40.5302,6.834063,human
8615,-29.885902,2.4017098,human
8616,-30.68767,24.296715,human
8617,-30.257591,13.389855,human
8618,-14.292826,26.102804,human
8619,-21.925903,26.00577,human
8620,-39.678745,12.195296,human
8621,-33.456017,-5.148559,human
8622,-46.3603,-10.498336,human
8623,-30.130676,8.794991,human
8624,-30.756088,24.28671,human
8625,-62.83521,6.4288726,human
8626,-31.865162,12.715274,human
8627,-19.684958,19.173706,human
8628,-38.053757,13.828763,human
8629,-56.329792,-5.603964,human
8630,-30.574226,16.710373,human
8631,-39.158897,6.7855597,human
8632,-44.95334,2.6530662,human
8633,-44.643997,-15.9261875,human
8634,-28.52434,13.131306,human
8635,-39.10339,-8.097416,human
8636,-27.087107,-3.93961,human
8637,-61.341217,9.188924,human
8638,-57.592724,13.323689,human
8639,-17.423792,18.221317,human
8640,-12.23247,18.142689,human
8641,-41.75646,10.218457,human
8642,-58.252457,9.320751,human
8643,-29.935001,35.440598,human
8644,-44.455635,3.597776,human
8645,-14.498298,29.128973,human
8646,-36.817795,2.4907334,human
8647,-46.53083,-4.4698505,human
8648,-22.522837,11.336212,human
8649,-36.734398,14.36315,human
8650,-21.641296,18.497387,human
8651,-11.956819,20.980772,human
8652,-20.57891,15.299159,human
8653,-40.455822,-4.167089,human
8654,-50.092567,5.9540944,human
8655,-22.66898,18.877525,human
8656,-51.722538,-14.718635,human
8657,-29.44346,36.85739,human
8658,-38.740505,18.264967,human
8659,-49.19319,19.722925,human
8660,-11.634678,28.477884,human
8661,-46.623943,-2.5825937,human
8662,-43.466454,4.582432,human
8663,-33.660454,22.430473,human
8664,-53.169956,11.077847,human
8665,-22.626287,26.198336,human
8666,-21.664146,29.57644,human
8667,-32.3307,18.187586,human
8668,-24.21295,14.047081,human
8669,-29.329193,16.620913,human
8670,-50.869316,-3.1101806,human
8671,-41.343792,8.829092,human
8672,-15.951692,24.896786,human
8673,-46.732704,-8.349252,human
8674,-27.885147,23.999056,human
8675,-44.0831,5.8185015,human
8676,-47.424454,32.101944,human
8677,-23.165281,5.1447754,human
8678,-34.92371,33.74818,human
8679,-27.741482,13.013558,human
8680,-47.566044,-10.677349,human
8681,-43.299377,9.949963,human
8682,-22.57123,28.770569,human
8683,-25.075212,21.526035,human
8684,-27.72566,23.894314,human
8685,-42.106384,16.932806,human
8686,-12.740333,27.21405,human
8687,-51.165295,-5.3887086,human
8688,-20.630598,29.827747,human
8689,-52.188362,24.332022,human
8690,-46.644638,21.68919,human
8691,-48.76023,2.1951551,human
8692,-52.035698,24.330662,human
8693,-38.7718,18.028812,human
8694,-33.653515,30.686907,human
8695,-18.135712,30.666946,human
8696,-28.780844,11.520273,human
8697,-20.509953,15.722806,human
8698,-22.01875,26.772232,human
8699,-12.250041,28.49632,human
8700,-31.080494,10.026774,human
8701,-19.41329,16.428904,human
8702,-36.136295,16.492176,human
8703,-22.698404,29.749487,human
8704,-18.856287,32.479847,human
8705,-21.514492,24.094746,human
8706,-22.696775,13.514852,human
8707,-18.072136,21.789871,human
8708,-44.69669,5.0990014,human
8709,-48.456158,4.2189093,human
8710,-50.720478,-7.724355,human
8711,-40.319996,6.028651,human
8712,-43.315006,3.90234,human
8713,-29.60609,14.431213,human
8714,-39.580433,11.389286,human
8715,-44.712135,-12.942017,human
8716,-37.75957,16.082525,human
8717,-35.50954,14.927851,human
8718,-34.45948,11.452566,human
8719,-23.44327,25.88215,human
8720,-43.63042,-5.3418384,human
8721,-59.240814,19.423622,human
8722,-31.528074,23.420439,human
8723,-30.487144,8.462243,human
8724,-26.591558,19.977888,human
8725,-37.593906,20.106453,human
8726,-41.008316,12.2962,human
8727,-30.404512,4.7607727,human
8728,-20.69799,16.635567,human
8729,-47.22249,1.7007694,human
8730,-22.63414,11.450848,human
8731,-19.14535,19.891111,human
8732,-39.404076,9.344174,human
8733,-23.120039,5.043662,human
8734,-26.56292,14.139936,human
8735,-46.46498,-11.035075,human
8736,-38.939167,18.467339,human
8737,-46.322044,-4.14208,human
8738,-44.12589,-19.964544,human
8739,-46.294952,-11.706843,human
8740,-41.082283,12.125575,human
8741,-41.935646,5.8665786,human
8742,-44.75999,-7.800628,human
8743,-41.382954,5.9521375,human
8744,-18.177845,20.909948,human
8745,-28.283405,28.10458,human
8746,-19.881992,18.096813,human
8747,-52.793896,1.8780665,human
8748,-38.3168,14.507549,human
8749,-30.805515,5.5649433,human
8750,-17.84481,27.808842,human
8751,-62.451633,6.7720194,human
8752,-47.973583,-15.00059,human
8753,-26.404043,16.18214,human
8754,-53.571648,10.999336,human
8755,-20.861195,22.535673,human
8756,-24.192146,14.067024,human
8757,-31.909391,40.30988,human
8758,-56.29624,-0.47731614,human
8759,-43.08504,-11.143697,human
8760,-19.22843,18.893045,human
8761,-31.212261,29.17434,human
8762,-61.666515,12.738184,human
8763,-34.24512,-1.3505604,human
8764,-12.738852,23.163036,human
8765,-43.29433,14.955452,human
8766,-59.63944,2.076843,human
8767,-26.535574,25.096645,human
8768,-30.485613,36.77619,human
8769,-23.141872,5.111641,human
8770,-38.779602,14.178368,human
8771,-25.974092,15.091865,human
8772,-59.24109,19.423773,human
8773,-20.598358,15.739833,human
8774,-24.79599,25.107798,human
8775,-20.644634,27.996407,human
8776,-38.6146,3.7691226,human
8777,-16.322004,24.846064,human
8778,-46.299675,15.680245,human
8779,-20.090048,22.347279,human
8780,-27.588694,10.28706,human
8781,-16.277174,24.612661,human
8782,-14.565563,25.593006,human
8783,-60.084938,-0.32406256,human
8784,-31.456367,2.8396823,human
8785,-61.15496,4.9546337,human
8786,-32.88331,21.016462,human
8787,-63.203865,0.31732494,human
8788,-61.82708,7.5856867,human
8789,-41.768555,10.221629,human
8790,-33.076412,40.653713,human
8791,-43.49769,16.322912,human
8792,-17.143898,12.752077,human
8793,-40.29228,-4.950187,human
8794,-51.157608,-5.3913007,human
8795,-21.594963,32.92937,human
8796,-28.116976,17.475641,human
8797,-17.517426,28.05138,human
8798,-46.718273,33.372917,human
8799,-31.621077,21.811193,human
8800,-24.009874,7.4530044,human
8801,-26.404156,16.030241,human
8802,-20.232264,11.742704,human
8803,-30.467793,8.445483,human
8804,-24.760393,-8.575589,human
8805,-20.293715,13.364127,human
8806,-35.856388,12.13795,human
8807,-14.214416,22.611065,human
8808,-27.757772,18.285639,human
8809,-23.119349,5.10685,human
8810,-22.00646,11.854602,human
8811,-38.697765,-2.615258,human
8812,-26.08898,11.373875,human
8813,-22.789076,10.566932,human
8814,-63.30472,8.120771,human
8815,-19.470896,7.18224,human
8816,-23.08683,24.13082,human
8817,-30.846088,-19.640585,human
8818,-21.135706,12.938257,human
8819,-54.144882,9.58129,human
8820,-42.44034,17.019344,human
8821,-16.387684,22.144873,human
8822,-21.754095,14.244464,human
8823,-42.507637,16.70571,human
8824,-44.836853,16.538048,human
8825,-40.68118,-11.306304,human
8826,-42.487747,-4.9700685,human
8827,-53.683033,-21.139357,human
8828,-24.290537,15.2772455,human
8829,-45.18944,-0.13420022,human
8830,-23.299212,-4.5387034,human
8831,-25.412983,5.2019453,human
8832,-20.628302,16.723267,human
8833,-43.757843,-18.045721,human
8834,-24.143064,8.973202,human
8835,-50.73332,-9.836316,human
8836,-60.153362,13.442455,human
8837,-15.224268,-2.8090763,human
8838,-20.395227,13.103776,human
8839,-29.771889,5.8595805,human
8840,-21.868324,21.618505,human
8841,-41.062305,-6.1243734,human
8842,-35.264404,19.950174,human
8843,-26.00567,13.087819,human
8844,-23.631594,38.979088,human
8845,-20.765743,27.674023,human
8846,-37.40827,16.625286,human
8847,-43.892937,-10.661307,human
8848,-12.876834,26.294563,human
8849,-33.57842,2.9892578,human
8850,-49.438347,5.0679965,human
8851,-21.895731,11.04658,human
8852,-41.87635,12.330694,human
8853,-44.719826,18.816061,human
8854,-17.719748,16.784235,human
8855,-24.154514,15.280581,human
8856,-32.429115,2.2142057,human
8857,-23.198753,9.9562235,human
8858,-47.44917,-13.717783,human
8859,-27.998161,20.557085,human
8860,-22.31297,37.753,human
8861,-49.540096,-13.386146,human
8862,-42.418983,-11.821639,human
8863,-53.70228,11.038484,human
8864,-49.863453,-12.122994,human
8865,-17.210213,20.10076,human
8866,-40.88274,-14.153964,human
8867,-56.113148,-14.150188,human
8868,-24.223457,13.9878235,human
8869,-52.665142,13.621443,human
8870,-13.311159,26.740498,human
8871,-19.271372,27.296137,human
8872,-11.132953,24.263077,human
8873,-39.456524,-11.615023,human
8874,-40.2641,0.30951574,human
8875,-46.78912,-6.5469418,human
8876,-24.385925,1.3563415,human
8877,-43.466766,15.1686535,human
8878,-23.036537,5.126149,human
8879,-35.093018,18.397928,human
8880,-11.168542,27.863874,human
8881,-30.818293,24.320293,human
8882,-19.681423,29.734772,human
8883,-35.79544,35.111454,human
8884,-31.61258,11.628019,human
8885,-36.868103,16.114767,human
8886,-34.169743,-0.3034414,human
8887,-19.090483,41.9596,human
8888,-49.407402,5.0294933,human
8889,-36.109398,20.376728,human
8890,-12.682009,27.815226,human
8891,-33.382767,40.504845,human
8892,-13.681354,29.512304,human
8893,-55.558605,8.795629,human
8894,-28.184525,35.98789,human
8895,-48.454067,4.2172074,human
8896,-49.510174,4.713037,human
8897,-11.826993,27.088808,human
8898,-33.599483,38.716534,human
8899,-45.219013,2.7894256,human
8900,-38.46844,0.82139766,human
8901,-35.726864,14.216866,human
8902,-31.085613,15.52931,human
8903,-9.740246,18.713472,human
8904,-51.39259,12.2930355,human
8905,-18.877914,8.703654,human
8906,-55.115143,17.038116,human
8907,-24.885826,13.207098,human
8908,-22.547121,26.759487,human
8909,-19.44573,29.545876,human
8910,-38.466434,0.8241467,human
8911,-36.934338,-8.378656,human
8912,-60.25369,12.838922,human
8913,-57.361645,5.828611,human
8914,-22.695316,13.507147,human
8915,-20.341133,13.620016,human
8916,-45.769333,-14.440296,human
8917,-32.234787,20.902868,human
8918,-51.21615,11.964796,human
8919,-33.687855,24.762266,human
8920,-11.2916565,29.87912,human
8921,-30.614325,26.376585,human
8922,-20.726866,18.802998,human
8923,-23.047289,5.0700364,human
8924,-38.513657,-1.2644652,human
8925,-21.401783,40.394993,human
8926,-42.730392,-11.480985,human
8927,-21.704826,12.894579,human
8928,-37.45383,4.2354527,human
8929,-44.984276,-13.492421,human
8930,-28.574436,0.76237416,human
8931,-46.41645,-14.382311,human
8932,-18.590668,29.240868,human
8933,-40.899837,2.0613866,human
8934,-22.80445,8.261988,human
8935,-42.186977,5.248125,human
8936,-23.381742,-3.5810804,human
8937,-19.056414,22.248812,human
8938,-20.434908,31.983004,human
8939,-35.08245,14.79581,human
8940,-41.324905,-2.8615382,human
8941,-25.920282,6.7268963,human
8942,-51.14142,-17.901587,human
8943,-23.440065,5.2754474,human
8944,-21.95063,10.828168,human
8945,-20.35376,24.168818,human
8946,-23.120104,4.9175625,human
8947,-27.011948,-4.0104413,human
8948,-39.00734,-12.08719,human
8949,-22.216305,10.578509,human
8950,-23.984613,37.70454,human
8951,-25.802073,17.654795,human
8952,-40.297176,1.6236113,human
8953,-22.247227,11.152647,human
8954,-11.888612,21.6991,human
8955,-56.113277,-14.151544,human
8956,-45.620728,14.3772545,human
8957,-37.11041,4.8857327,human
8958,-44.408497,0.482823,human
8959,-23.109444,5.0890594,human
8960,-22.233608,-4.6222615,human
8961,-22.6447,13.050465,human
8962,-31.504875,13.4084835,human
8963,-22.884188,0.28496015,human
8964,-27.924147,22.283796,human
8965,-18.274605,15.442532,human
8966,-29.396896,9.121289,human
8967,-36.21668,40.00206,human
8968,-23.104101,4.965987,human
8969,-28.327124,13.00229,human
8970,-45.537956,9.447002,human
8971,-2.2352219,23.673597,human
8972,-35.56261,-3.34882,human
8973,-29.554623,14.428556,human
8974,-16.933165,28.124075,human
8975,-20.462593,15.700996,human
8976,-35.753826,2.1914504,human
8977,-19.354776,29.688082,human
8978,-12.153607,26.899492,human
8979,-28.96039,35.823376,human
8980,-23.828362,13.633261,human
8981,-32.588184,4.450842,human
8982,-41.063522,-4.082418,human
8983,-60.161137,-1.3097554,human
8984,-19.625092,28.340513,human
8985,-12.066744,25.298342,human
8986,-47.75236,3.443344,human
8987,-12.337402,22.200775,human
8988,-19.437323,18.951859,human
8989,-42.484806,16.718153,human
8990,-33.035862,27.218624,human
8991,-38.729027,16.104856,human
8992,-20.34826,13.206243,human
8993,-19.51812,18.667048,human
8994,-56.770565,8.477261,human
8995,-15.531958,16.635942,human
8996,-17.739607,25.011553,human
8997,-33.902115,20.907074,human
8998,-18.961267,41.332912,human
8999,-20.563337,15.2688055,human
9000,-19.990234,12.445581,human
9001,-25.70801,3.780087,human
9002,-41.934456,3.762831,human
9003,-24.614315,-4.1707726,human
9004,-34.265823,-3.9688487,human
9005,-38.721176,3.5536568,human
9006,-18.430935,39.4076,human
9007,-38.947018,3.4536939,human
9008,-43.91897,-10.6238365,human
9009,-56.39293,8.145063,human
9010,-21.820553,25.551695,human
9011,-18.240417,6.3739953,human
9012,-46.30537,15.67795,human
9013,-31.21455,16.064968,human
9014,-47.041836,-6.196369,human
9015,-36.964973,19.33995,human
9016,-28.18402,8.951814,human
9017,-39.071835,-8.108081,human
9018,-33.44298,-1.4640033,human
9019,-14.4054575,25.484575,human
9020,-36.895782,-7.4174023,human
9021,-21.695868,12.886783,human
9022,-34.876297,13.57285,human
9023,-29.578335,10.900942,human
9024,-29.744162,11.962977,human
9025,-10.243298,16.769073,human
9026,-30.431574,8.421901,human
9027,-34.5493,-4.024133,human
9028,-20.476511,19.31355,human
9029,-30.769905,-7.0234714,human
9030,-57.359764,8.923254,human
9031,-25.856699,23.155321,human
9032,-20.926783,10.95263,human
9033,-36.9014,1.0205284,human
9034,-42.03157,9.350787,human
9035,-26.450037,-4.825768,human
9036,-46.82541,7.9818745,human
9037,-20.876043,10.920975,human
9038,-27.169006,6.8122315,human
9039,-37.90731,1.6543659,human
9040,-33.71789,-18.54569,human
9041,-44.90207,-16.885672,human
9042,-50.49718,2.1915514,human
9043,-21.310524,8.439594,human
9044,-16.38899,14.947794,human
9045,-42.25692,-1.6307238,human
9046,-61.9966,8.611587,human
9047,-22.728518,31.393915,human
9048,-17.260418,9.396474,human
9049,-63.23758,8.132423,human
9050,-16.23477,14.255589,human
9051,-49.898067,-13.210893,human
9052,-21.403402,27.774422,human
9053,-42.67024,12.899308,human
9054,-26.734383,27.614561,human
9055,-17.184048,21.032528,human
9056,-42.07913,-9.042291,human
9057,-27.814896,21.630634,human
9058,-43.83933,-12.752589,human
9059,-33.42836,11.460197,human
9060,-9.685008,20.060593,human
9061,-18.33656,30.842196,human
9062,-24.215397,14.041167,human
9063,-24.76198,10.530017,human
9064,-20.925444,10.977579,human
9065,-21.766607,-9.959723,human
9066,-21.495213,31.813318,human
9067,-36.552906,8.459803,human
9068,-30.876265,18.403124,human
9069,-35.078957,-4.00942,human
9070,-53.735855,-21.157999,human
9071,-16.3326,26.94264,human
9072,-46.3847,-11.299118,human
9073,-13.040565,10.033085,human
9074,-44.268784,17.825304,human
9075,-16.761631,20.786968,human
9076,-36.516888,4.776346,human
9077,-13.659727,16.006695,human
9078,-44.798553,13.66391,human
9079,-11.23313,28.624916,human
9080,-8.8181305,14.156477,human
9081,-17.429808,2.792706,human
9082,-14.711884,22.53799,human
9083,-31.459787,9.309009,human
9084,-45.21804,-4.4359355,human
9085,-19.915724,18.077839,human
9086,-43.474686,3.7232852,human
9087,-20.36431,8.346816,human
9088,-21.316845,29.022572,human
9089,-18.385017,7.5370216,human
9090,-43.83546,8.698635,human
9091,-15.469884,13.157563,human
9092,-46.267906,-6.9907284,human
9093,-32.635136,24.934086,human
9094,-43.442863,-3.0454211,human
9095,-12.170099,21.119406,human
9096,-20.419603,6.662466,human
9097,-37.219486,10.775369,human
9098,-23.512234,27.165226,human
9099,-57.1923,-5.929046,human
9100,-45.745995,-20.1,human
9101,-26.290756,3.2346928,human
9102,-26.42882,-7.914456,human
9103,-27.060625,8.321705,human
9104,-15.614944,22.197052,human
9105,-19.244024,27.955736,human
9106,-43.339397,19.915552,human
9107,-18.598366,27.44561,human
9108,-8.831383,19.3175,human
9109,-37.30488,-10.478693,human
9110,-18.844248,12.915296,human
9111,-44.668297,-5.814608,human
9112,-27.544203,23.371145,human
9113,-56.58061,7.8041906,human
9114,-36.65079,-22.826092,human
9115,-17.989828,28.512365,human
9116,-20.183268,16.702856,human
9117,-28.444462,-2.9149415,human
9118,-18.563778,17.330103,human
9119,-44.383728,-15.454149,human
9120,-25.948011,5.976011,human
9121,-17.684196,20.265406,human
9122,-39.69651,-19.20196,human
9123,-8.740309,2.4321342,human
9124,-39.945164,-10.398881,human
9125,-37.36626,-1.6663809,human
9126,-34.511776,-6.025606,human
9127,-43.361248,-14.737878,human
9128,-19.84318,15.287942,human
9129,-39.96665,-10.392216,human
9130,-18.322569,15.235631,human
9131,-21.484856,-8.398,human
9132,-30.043983,1.8730028,human
9133,-36.197033,0.70096046,human
9134,-43.18482,-8.571524,human
9135,-13.666903,15.995776,human
9136,-22.717035,6.9211793,human
9137,-31.66933,18.874119,human
9138,-41.90219,-9.224448,human
9139,-36.55932,-6.2197723,human
9140,-47.18023,4.204327,human
9141,-60.357403,8.045711,human
9142,-21.793081,25.497763,human
9143,-12.778678,21.605806,human
9144,-18.22989,14.967037,human
9145,-13.581493,22.907745,human
9146,-41.649803,-24.740429,human
9147,-18.97595,23.900137,human
9148,-17.941954,14.820972,human
9149,-47.18591,16.948269,human
9150,-32.45127,-9.781007,human
9151,-40.93816,13.895841,human
9152,-32.869366,4.129213,human
9153,-37.58595,20.086374,human
9154,-23.595076,38.88955,human
9155,-16.495066,27.24875,human
9156,-45.612186,14.369192,human
9157,-23.653482,-9.811733,human
9158,-24.119394,14.821143,human
9159,-35.52815,29.829842,human
9160,-21.528261,10.232356,human
9161,-50.152668,13.159906,human
9162,-48.60653,5.8431215,human
9163,-22.54741,9.447336,human
9164,-12.850106,26.359158,human
9165,-39.024788,-10.543383,human
9166,-19.045177,22.235937,human
9167,-38.550804,18.360388,human
9168,-16.079556,15.968892,human
9169,-17.902103,31.091942,human
9170,-20.42635,6.577702,human
9171,-40.20287,-13.401988,human
9172,-47.291214,4.2430587,human
9173,-16.367382,27.844482,human
9174,-30.458792,14.693704,human
9175,-43.245472,16.731743,human
9176,-19.349876,19.635084,human
9177,-42.870262,-16.057455,human
9178,-18.26993,25.639017,human
9179,-28.851948,13.526459,human
9180,-17.371855,28.026459,human
9181,-18.87442,32.25255,human
9182,-16.462254,46.47446,human
9183,-44.65637,8.786688,human
9184,-36.91389,19.740557,human
9185,-47.256668,-15.773029,human
9186,-38.544823,15.342092,human
9187,-6.904681,20.160604,human
9188,-19.337097,30.157429,human
9189,-7.316597,23.40994,human
9190,-18.102818,28.633373,human
9191,-15.490706,13.125077,human
9192,-12.631329,25.503681,human
9193,-35.23871,2.7837238,human
9194,-33.58021,38.737278,human
9195,-17.170025,24.04123,human
9196,-9.032245,19.790443,human
9197,-38.06435,-9.192118,human
9198,-8.036545,27.067614,human
9199,-21.789482,29.38501,human
9200,-11.768734,17.172129,human
9201,-23.999062,25.822886,human
9202,-26.978739,0.38725677,human
9203,-41.554367,-9.447891,human
9204,-34.149883,-14.056917,human
9205,-11.305216,22.81335,human
9206,-38.685833,3.5465078,human
9207,-17.566776,27.787645,human
9208,-31.375452,-5.8340364,human
9209,-32.376755,-16.539684,human
9210,-19.503649,9.402813,human
9211,-46.435886,-13.528906,human
9212,-23.642887,15.094581,human
9213,-8.807907,19.256926,human
9214,-28.579596,17.345541,human
9215,-36.862453,-7.440215,human
9216,-37.634937,-13.328249,human
9217,-11.826965,16.98085,human
9218,-19.535942,7.35616,human
9219,-26.713955,0.27086678,human
9220,-30.07923,1.6212642,human
9221,-17.42269,2.7811952,human
9222,-19.123554,16.365416,human
9223,-60.13255,-2.2523355,human
9224,-20.577917,7.7591534,human
9225,-28.239162,-1.3881485,human
9226,-60.41265,-1.8660984,human
9227,-26.032593,11.002536,human
9228,-47.769886,4.2163177,human
9229,-23.819916,13.357468,human
9230,-9.975335,30.328827,human
9231,-26.192581,-7.528288,human
9232,-17.000793,12.9738,human
9233,-42.475945,14.374786,human
9234,-24.45139,2.382407,human
9235,-16.00808,20.780804,human
9236,-12.60133,44.212955,human
9237,-20.168615,17.937363,human
9238,-37.158623,-4.0215883,human
9239,-22.774315,10.376838,human
9240,-18.850592,24.018366,human
9241,-47.75071,5.0997877,human
9242,-17.095812,32.98397,human
9243,-24.791264,8.424314,human
9244,-48.3832,0.109283365,human
9245,-10.417717,28.18346,human
9246,-13.655181,15.998393,human
9247,-19.663094,-5.9930677,human
9248,-24.66585,12.452541,human
9249,-52.99426,1.917654,human
9250,-42.9663,12.07495,human
9251,-18.71667,14.658824,human
9252,-39.03326,-12.176569,human
9253,-48.026062,14.1029215,human
9254,-22.52818,9.440853,human
9255,-41.128437,-15.533557,human
9256,-30.344034,27.384441,human
9257,-60.640823,15.073598,human
9258,-19.27514,-0.46897587,human
9259,-45.05752,-11.122861,human
9260,-14.004954,21.451822,human
9261,-20.873707,30.674109,human
9262,-12.003529,25.292994,human
9263,-41.65447,-24.429949,human
9264,-29.399046,10.998783,human
9265,-29.990522,-2.3110409,human
9266,-26.426802,-7.9205832,human
9267,-41.96203,12.303936,human
9268,-36.03006,-5.095891,human
9269,-15.844104,22.334602,human
9270,-11.713441,20.216022,human
9271,-58.469948,-1.3774687,human
9272,-36.556747,16.296757,human
9273,-38.407948,-16.2951,human
9274,-31.67197,18.869715,human
9275,-61.75014,9.858152,human
9276,-23.971878,7.27508,human
9277,-46.266174,-11.483006,human
9278,-37.145493,-1.7062552,human
9279,-16.933598,2.5617719,human
9280,-46.593952,15.162637,human
9281,-18.247278,25.634817,human
9282,-20.409931,15.7997465,human
9283,-15.760724,33.664173,human
9284,-19.865154,26.500334,human
9285,-21.483696,31.818531,human
9286,-44.34722,11.74655,human
9287,-19.27826,35.967583,human
9288,-21.179342,35.818527,human
9289,-20.355656,34.705093,human
9290,-35.825207,20.156803,human
9291,-16.651987,18.147062,human
9292,-22.491793,3.1413853,human
9293,-13.475298,30.01822,human
9294,-28.337406,10.610634,human
9295,-12.13965,11.497123,human
9296,-18.741055,36.650043,human
9297,-41.145397,13.921492,human
9298,-15.3228245,17.923454,human
9299,-48.772724,-22.888575,human
9300,-26.943136,-3.9285853,human
9301,-14.465305,21.489628,human
9302,-7.293775,21.599842,human
9303,-22.963646,16.528254,human
9304,-24.034744,6.9613805,human
9305,-22.473244,11.7383175,human
9306,-15.224218,23.601048,human
9307,-37.434273,-12.885216,human
9308,-24.47137,12.103077,human
9309,-39.832745,17.252056,human
9310,-44.880127,-7.8952427,human
9311,-36.135258,-22.243975,human
9312,-25.582716,3.3782043,human
9313,-55.39047,-1.9947524,human
9314,-35.220795,-8.933617,human
9315,-35.32146,-7.3619905,human
9316,-19.552761,-2.7290735,human
9317,-22.608004,13.4232025,human
9318,-22.769207,-10.767604,human
9319,-8.89973,19.312534,human
9320,-25.168232,-3.5401785,human
9321,-36.93561,-9.707612,human
9322,-50.23498,6.0494256,human
9323,-38.485874,-10.1741705,human
9324,-13.912504,18.014309,human
9325,-25.836493,-2.6157262,human
9326,-28.465525,-24.667376,human
9327,-38.26304,-12.36812,human
9328,-9.395399,26.073524,human
9329,-43.25904,-12.705615,human
9330,-26.373571,-4.827083,human
9331,-37.89963,1.6306401,human
9332,-39.5881,-9.785248,human
9333,-19.047998,18.285767,human
9334,-27.733917,-9.502532,human
9335,-11.968321,25.273033,human
9336,-29.43313,-21.889357,human
9337,-33.36499,-1.3601409,human
9338,-20.817406,-2.4713252,human
9339,-26.023506,11.355604,human
9340,-46.338955,-8.297635,human
9341,-26.83021,-7.2094355,human
9342,-56.02572,-5.138085,human
9343,-19.515757,21.592966,human
9344,-23.618551,-2.9937577,human
9345,-36.625786,-22.850052,human
9346,-20.231394,25.62944,human
9347,-11.828224,20.481167,human
9348,-34.149033,-0.39222148,human
9349,-32.431076,-8.286747,human
9350,-22.51947,9.446914,human
9351,-62.28399,8.756241,human
9352,-2.0281987,24.517199,human
9353,-37.526672,19.017113,human
9354,-9.935765,19.205881,human
9355,-11.040313,12.059805,human
9356,-19.347599,8.065945,human
9357,-15.951038,8.801661,human
9358,-11.194762,30.505064,human
9359,-17.354424,5.541931,human
9360,-47.990482,14.146393,human
9361,-14.421762,19.105661,human
9362,-16.846437,28.2826,human
9363,-19.157415,26.336985,human
9364,-19.666185,-11.907298,human
9365,-16.547096,25.164928,human
9366,-15.155281,0.8256683,human
9367,-23.48535,-15.2824335,human
9368,-16.330633,13.590201,human
9369,-15.531947,12.683048,human
9370,-40.620735,-9.233301,human
9371,-22.641857,28.076242,human
9372,-46.505486,-30.457865,human
9373,-6.06215,24.648142,human
9374,-21.530605,27.795162,human
9375,-31.190784,11.697126,human
9376,-36.281048,-11.395567,human
9377,-9.531709,23.529886,human
9378,-19.446493,9.56621,human
9379,-48.512577,-17.81778,human
9380,-9.668437,19.707302,human
9381,-15.292767,17.938148,human
9382,-23.756784,24.37904,human
9383,-19.145844,-4.4749846,human
9384,-18.665867,18.742453,human
9385,-10.659764,23.750729,human
9386,-8.022107,27.033724,human
9387,-11.009281,27.822592,human
9388,-18.254513,36.05505,human
9389,-29.464445,18.13785,human
9390,-17.76515,17.817728,human
9391,-4.172715,13.513892,human
9392,-18.02499,24.029577,human
9393,-6.1212687,37.41792,human
9394,-46.330833,-7.2018185,human
9395,-9.292223,26.338835,human
9396,-20.24141,32.34346,human
9397,-16.708164,31.122484,human
9398,-17.022259,31.072987,human
9399,-15.605732,5.620933,human
9400,-23.246145,4.6654043,human
9401,-27.999163,-15.577716,human
9402,-38.929386,-11.107468,human
9403,-21.771143,15.774028,human
9404,-29.995186,8.038005,human
9405,-21.929539,-2.02047,human
9406,-11.56955,19.923407,human
9407,-10.197918,14.99649,human
9408,-31.555744,-10.495081,human
9409,-20.479761,14.482816,human
9410,-24.518969,-2.4475658,human
9411,-5.968334,22.643578,human
9412,-36.41134,-14.955043,human
9413,-29.719198,12.830665,human
9414,-27.78511,8.998493,human
9415,-48.523777,17.132952,human
9416,-8.7144375,20.56776,human
9417,-20.500067,8.018607,human
9418,-14.9595995,14.945463,human
9419,-50.53048,6.1848626,human
9420,-41.62986,-24.720951,human
9421,-21.77687,26.541056,human
9422,-16.42057,26.513327,human
9423,-47.016827,-25.30307,human
9424,-30.294714,21.040941,human
9425,-20.318794,-2.165657,human
9426,-18.226128,10.924295,human
9427,-17.347353,38.39339,human
9428,-19.826912,5.0547695,human
9429,-19.32521,13.632686,human
