,TSNE-1,TSNE-2,task_source
13739,8.584914,-9.637257,human
13740,27.310658,7.5908427,human
13741,5.513101,-10.251171,human
13742,18.781778,-22.264574,human
13743,21.869183,-51.368557,human
13744,8.9330845,-54.781727,human
13745,20.48481,19.622519,human
13746,3.613264,-57.553097,human
13747,1.5469077,-27.895792,human
13748,14.588418,-37.42031,human
13749,10.258724,-23.233948,human
13750,30.073456,34.54684,human
13751,-16.96433,-41.675064,human
13752,18.842577,20.527273,human
13753,-8.881057,-35.291874,human
13754,32.473736,-9.042993,human
13755,5.312065,-55.48794,human
13756,40.937653,-15.738007,human
13757,-6.655482,-43.013004,human
13758,15.171016,-8.241032,human
13759,32.79029,-36.908596,human
13760,20.505907,14.143005,human
13761,10.101786,-57.395947,human
13762,-10.896317,-39.038513,human
13763,31.041819,-20.052746,human
13764,26.410648,10.381395,human
13765,22.334183,-13.180699,human
13766,14.9242325,-52.13228,human
13767,2.1171699,-43.463894,human
13768,14.875189,-3.0166678,human
13769,2.1724682,-28.761616,human
13770,25.769915,-38.822712,human
13771,25.750143,-0.95989054,human
13772,8.144486,-35.013508,human
13773,38.75439,20.140957,human
13774,13.0939865,-30.257414,human
13775,37.71952,32.332905,human
13776,-0.6888126,-14.3114605,human
13777,17.744612,23.28036,human
13778,15.516359,21.138184,human
13779,26.279541,10.620318,human
13780,22.88749,-45.35906,human
13781,0.47848567,-14.400993,human
13782,11.854383,-11.28559,human
13783,17.054739,6.841855,human
13784,-1.6821071,-40.913967,human
13785,7.687002,-9.889231,human
13786,22.229124,-9.206225,human
13787,-11.9848995,-34.438454,human
13788,3.65302,-52.780426,human
13789,17.699354,-5.8277836,human
13790,8.7080555,16.490454,human
13791,36.12906,-10.845426,human
13792,15.090143,21.481276,human
13793,16.12986,-11.381218,human
13794,18.301435,0.695231,human
13795,10.24634,-6.842124,human
13796,28.937256,3.344765,human
13797,4.271447,35.52522,human
13798,45.266895,5.3349557,human
13799,14.522274,24.288784,human
13800,2.3534584,-29.203487,human
13801,31.17652,1.8270078,human
13802,13.930075,13.562871,human
13803,35.65938,-11.982264,human
13804,8.910409,6.9019814,human
13805,22.51059,-8.176854,human
13806,21.586363,-3.3578584,human
13807,23.833502,19.370203,human
13808,16.817612,-31.05995,human
13809,15.907547,-26.370123,human
13810,23.109133,-36.464165,human
13811,9.259626,-47.045246,human
13812,15.17906,1.1420046,human
13813,20.311152,-35.46162,human
13814,14.5558,-18.00308,human
13815,16.965197,-0.7244469,human
13816,12.50754,-12.989412,human
13817,20.206007,9.851062,human
13818,3.1642435,-37.91871,human
13819,33.04384,-26.998953,human
13820,20.441986,-1.3776444,human
13821,-4.1551347,-46.84864,human
13822,9.149962,15.239144,human
13823,16.704002,-30.846422,human
13824,-10.701647,-42.395096,human
13825,13.497327,-50.663406,human
13826,26.25161,-32.95795,human
13827,15.123331,-35.13474,human
13828,22.583797,-1.433857,human
13829,21.8036,3.9695947,human
13830,13.334529,-56.657562,human
13831,-0.6429718,-55.349236,human
13832,2.2831924,-41.851048,human
13833,28.75577,-14.15873,human
13834,-8.212615,-35.312183,human
13835,39.036987,-34.489223,human
13836,17.909977,-21.501076,human
13837,18.390772,-4.765484,human
13838,17.534569,-31.156416,human
13839,-17.935251,-51.10013,human
13840,20.320145,-52.886444,human
13841,-1.6175677,-44.93858,human
13842,26.542843,5.6888857,human
13843,14.094174,-8.943724,human
13844,8.135304,-55.95179,human
13845,5.6980996,-30.445402,human
13846,9.8596115,19.90418,human
13847,3.3757443,-26.860617,human
13848,-2.885277,-35.48922,human
13849,12.146047,22.226467,human
13850,25.926752,8.169225,human
13851,13.516164,-1.7930534,human
13852,-9.989761,-46.38256,human
13853,13.226181,15.422652,human
13854,22.336716,-13.158536,human
13855,16.833519,-30.997873,human
13856,5.2105737,-29.894314,human
13857,10.9375725,-19.784126,human
13858,16.332895,-10.348149,human
13859,-2.6260767,-35.404324,human
13860,6.0216804,-59.34226,human
13861,13.339414,27.270113,human
13862,-8.127023,-43.49104,human
13863,11.350587,16.47576,human
13864,21.56339,21.99953,human
13865,11.516414,11.152539,human
13866,22.9772,-19.927444,human
13867,54.040718,-4.781405,human
13868,16.767467,-31.035185,human
13869,15.238162,-37.56264,human
13870,53.141415,5.1820803,human
13871,49.119335,-9.916574,human
13872,25.209055,-10.94958,human
13873,13.819198,-8.523317,human
13874,5.5070224,-29.874407,human
13875,13.225151,16.247107,human
13876,5.6446815,-10.186637,human
13877,0.7615022,-58.03755,human
13878,20.364676,-6.1055694,human
13879,28.245058,-10.023444,human
13880,32.716423,-27.266241,human
13881,-27.062243,-43.351444,human
13882,18.014803,-43.5902,human
13883,7.7181845,-0.6215168,human
13884,14.463967,-11.794773,human
13885,4.20325,-1.623318,human
13886,10.0762615,-6.939183,human
13887,10.56404,44.330784,human
13888,17.684834,15.223441,human
13889,12.545523,4.9014525,human
13890,13.22778,15.419703,human
13891,18.650309,21.941021,human
13892,14.562948,-17.93603,human
13893,26.071243,37.786343,human
13894,17.837864,2.930531,human
13895,34.663013,-27.978832,human
13896,15.179721,1.1397557,human
13897,2.2394521,-59.146626,human
13898,15.17676,1.156828,human
13899,26.879778,-1.5240923,human
13900,3.8091965,-52.561214,human
13901,15.703288,8.121105,human
13902,27.357975,11.623719,human
13903,8.355025,41.24748,human
13904,9.469057,-56.479523,human
13905,13.175211,-36.252625,human
13906,16.84132,-44.75611,human
13907,30.593988,-9.027393,human
13908,21.21107,-52.295864,human
13909,15.588139,-49.847076,human
13910,11.1058855,-2.3576467,human
13911,20.801138,0.69995004,human
13912,33.863216,-14.3612,human
13913,19.432508,-1.5568607,human
13914,44.9157,5.264229,human
13915,5.3259263,-5.5883827,human
13916,17.355143,-46.07185,human
13917,30.26769,-14.171594,human
13918,-4.972593,-33.875996,human
13919,2.541203,-51.393185,human
13920,22.78241,-49.518238,human
13921,10.364165,-37.10282,human
13922,5.0175653,-11.746553,human
13923,30.484386,-13.532658,human
13924,29.784807,-37.1199,human
13925,10.327335,-17.200787,human
13926,32.890453,-32.174973,human
13927,17.888842,-7.004175,human
13928,-12.773986,-42.874943,human
13929,-0.59562683,-56.251522,human
13930,-41.77499,-38.975296,human
13931,4.310802,-13.344787,human
13932,-12.822169,-48.67324,human
13933,20.840244,-2.9527621,human
13934,-11.878507,-39.183193,human
13935,24.690798,-33.18887,human
13936,17.884144,-20.353195,human
13937,17.476963,10.817673,human
13938,-9.522339,-34.87079,human
13939,18.375479,-4.95142,human
13940,3.3592312,-39.868473,human
13941,-0.15897062,-56.352634,human
13942,10.144756,-49.403805,human
13943,18.964687,-37.36926,human
13944,50.400936,-3.7706072,human
13945,29.39627,3.928356,human
13946,-6.2012362,-32.12054,human
13947,20.39713,-6.0940247,human
13948,17.55977,-9.252335,human
13949,18.260736,16.09782,human
13950,17.917522,3.046306,human
13951,19.986681,-10.602367,human
13952,20.364504,-0.13420813,human
13953,32.637325,-8.924158,human
13954,16.077198,-48.541256,human
13955,20.287138,19.874016,human
13956,20.291775,2.391845,human
13957,26.371841,10.235918,human
13958,28.393888,-23.902372,human
13959,16.141014,5.91637,human
13960,30.098633,-7.298514,human
13961,33.12596,36.96263,human
13962,12.7972355,-51.401196,human
13963,34.664913,-27.960224,human
13964,31.325047,-2.8478322,human
13965,30.939785,-25.697638,human
13966,19.957996,20.83163,human
13967,32.71453,-27.270153,human
13968,4.0136485,-21.828585,human
13969,17.481688,28.180847,human
13970,14.152925,-39.767616,human
13971,50.320736,-3.6572008,human
13972,-18.75764,-44.223843,human
13973,22.347267,-34.31944,human
13974,6.289874,-45.15525,human
13975,13.800219,-2.8218672,human
13976,25.930124,14.237099,human
13977,12.572157,0.49348617,human
13978,4.8962135,-41.640812,human
13979,-10.440492,-49.44525,human
13980,25.135252,-35.32292,human
13981,14.385844,-49.65378,human
13982,25.664545,-38.795563,human
13983,23.440882,19.734861,human
13984,23.571554,27.3479,human
13985,39.6126,-2.431918,human
13986,23.497116,-33.48985,human
13987,22.32945,-15.31682,human
13988,10.969179,18.615417,human
13989,-2.8871665,-35.489803,human
13990,33.84572,-26.764389,human
13991,33.93578,-17.541037,human
13992,17.766039,-5.870428,human
13993,48.284657,-9.664715,human
13994,14.7573395,-48.11573,human
13995,30.85661,-5.666108,human
13996,11.6436405,4.9380817,human
13997,19.357592,-3.9768527,human
13998,35.639538,29.9809,human
13999,8.754201,-14.458166,human
14000,15.345072,15.498804,human
14001,16.809044,-39.364098,human
14002,10.153098,-23.154392,human
14003,24.1889,-28.169645,human
14004,-15.002134,-34.928787,human
14005,18.980055,-22.913269,human
14006,20.417315,-6.069696,human
14007,20.338305,-6.4772325,human
14008,6.9250607,-45.627766,human
14009,19.571281,-4.888222,human
14010,13.777187,-49.435207,human
14011,29.28828,-21.026567,human
14012,6.763904,-20.540657,human
14013,13.129734,-11.329366,human
14014,6.707128,-40.977486,human
14015,17.535124,9.365343,human
14016,23.217876,-53.266716,human
14017,17.255163,-4.6121054,human
14018,14.947181,-44.52506,human
14019,10.252549,-2.5360954,human
14020,15.046534,-6.1409864,human
14021,-3.9579926,-41.012974,human
14022,14.54446,-18.204834,human
14023,5.5366006,-45.026318,human
14024,-5.86403,-54.25046,human
14025,34.411114,-11.376462,human
14026,17.522675,-8.468517,human
14027,4.015148,-36.487755,human
14028,30.238457,-4.8256035,human
14029,12.635146,-35.643944,human
14030,23.733053,-29.959084,human
14031,5.4243155,-37.34313,human
14032,17.267302,6.289943,human
14033,32.271538,-9.025938,human
14034,30.992565,-39.20877,human
14035,42.80515,-9.338901,human
14036,-10.015176,-43.866886,human
14037,11.06835,-2.3313441,human
14038,18.981655,-48.424118,human
14039,22.55829,-8.188698,human
14040,8.4692,-36.7023,human
14041,16.026651,-35.799248,human
14042,10.148054,-21.967466,human
14043,-5.0173197,-44.04483,human
14044,-3.169735,17.84825,human
14045,8.503674,-36.628994,human
14046,3.7797217,-24.889608,human
14047,15.203332,-49.541386,human
14048,2.8780448,40.357788,human
14049,28.974443,-13.249934,human
14050,31.492657,-2.662954,human
14051,-6.781661,-40.419144,human
14052,-3.503673,-14.177155,human
14053,40.796112,30.709646,human
14054,44.350273,-1.6003602,human
14055,24.758574,-41.46486,human
14056,42.199314,2.5741348,human
14057,9.567878,-58.80683,human
14058,22.687702,-23.076183,human
14059,17.380754,-9.606052,human
14060,21.155453,13.54318,human
14061,7.2417536,-25.036932,human
14062,9.205426,-43.40527,human
14063,29.321672,4.014292,human
14064,40.81835,-32.023262,human
14065,24.573484,-33.6768,human
14066,22.130043,-30.332582,human
14067,30.665596,-36.06443,human
14068,29.289911,-33.018074,human
14069,31.936018,-8.855544,human
14070,31.942719,-9.090103,human
14071,18.658484,24.87094,human
14072,44.81604,-19.731272,human
14073,8.148406,-11.385435,human
14074,16.923487,1.1907,human
14075,13.935143,6.3351693,human
14076,36.39629,-8.0503,human
14077,30.21476,-36.167805,human
14078,24.39941,11.041052,human
14079,18.836493,-9.114087,human
14080,-7.943684,-54.932987,human
14081,41.56319,-9.483653,human
14082,18.056923,20.340149,human
14083,19.936562,-53.04951,human
14084,13.906667,-47.736866,human
14085,41.53424,-10.238302,human
14086,31.75551,-42.120636,human
14087,15.356247,-50.206833,human
14088,42.206367,4.7407947,human
14089,9.8818655,-49.572315,human
14090,19.862741,28.8788,human
14091,33.743042,26.427788,human
14092,4.5086036,-17.632246,human
14093,32.714752,-27.268694,human
14094,8.172889,-7.5800676,human
14095,-2.62628,-36.828384,human
14096,16.764143,-5.543237,human
14097,13.010483,18.617105,human
14098,-9.025409,-35.35058,human
14099,-6.075188,-44.86392,human
14100,10.878858,-50.02571,human
14101,16.059826,-44.996643,human
14102,13.183976,-36.258606,human
14103,42.272438,-4.7123065,human
14104,17.875805,-38.51376,human
14105,21.186346,13.529395,human
14106,21.521732,-7.182027,human
14107,10.089799,-37.221058,human
14108,14.93613,-45.865337,human
14109,27.360645,-8.396325,human
14110,27.56762,3.0693438,human
14111,11.023264,-23.485275,human
14112,0.23644865,-44.475742,human
14113,27.229948,11.524185,human
14114,34.188026,-23.405636,human
14115,6.651013,-7.5908947,human
14116,11.762529,-49.313877,human
14117,30.024075,-5.066591,human
14118,21.567774,-31.672474,human
14119,31.423689,6.16048,human
14120,26.543415,-32.442738,human
14121,24.215593,11.046928,human
14122,37.40045,7.3701653,human
14123,35.734837,-36.499573,human
14124,22.22875,-37.4231,human
14125,13.623502,-48.394196,human
14126,7.219883,0.5884417,human
14127,-14.578632,-54.3619,human
14128,19.848234,-47.11923,human
14129,22.035313,-43.73125,human
14130,14.858814,-5.6218977,human
14131,39.91061,-14.064381,human
14132,11.192367,-20.910278,human
14133,13.330059,-43.827724,human
14134,23.486116,-8.277829,human
14135,23.85696,-34.74074,human
14136,-10.524269,-38.323917,human
14137,16.339903,-10.353152,human
14138,39.504578,-13.460789,human
14139,4.4614472,-16.03483,human
14140,50.27231,17.538992,human
14141,7.697873,-44.887608,human
14142,-3.284837,-47.596947,human
14143,22.841314,-49.41022,human
14144,13.189533,-22.104368,human
14145,0.4831599,-56.194366,human
14146,10.458921,-52.449417,human
14147,35.04409,-35.1853,human
14148,5.5313787,-34.177414,human
14149,26.59783,-11.015893,human
14150,15.891885,-36.087456,human
14151,8.257157,-41.78504,human
14152,10.980825,-9.425557,human
14153,29.786526,-35.551575,human
14154,20.313988,19.876978,human
14155,34.58236,-21.774376,human
14156,18.956968,-16.481426,human
14157,-6.28056,-50.395683,human
14158,27.829329,14.10996,human
14159,31.309032,-24.475813,human
14160,7.780573,-51.234768,human
14161,18.287952,3.2644942,human
14162,40.237343,-30.285656,human
14163,43.53161,-26.117584,human
14164,23.209894,-36.82525,human
14165,-1.1972798,-47.224377,human
14166,27.262175,11.66619,human
14167,21.996199,-11.492514,human
14168,35.82015,-36.607395,human
14169,32.385162,-32.53107,human
14170,-11.741201,-49.32212,human
14171,14.14623,-49.906326,human
14172,44.474915,-32.345657,human
14173,-4.308084,-40.144085,human
14174,42.66865,5.768259,human
14175,7.2372675,-25.028782,human
14176,24.373713,-35.715405,human
14177,-8.48081,-47.19071,human
14178,15.857992,-42.731297,human
14179,21.571936,21.981419,human
14180,23.561756,8.31102,human
14181,10.053105,13.950255,human
14182,7.449249,-14.559398,human
14183,-9.2004,-44.620003,human
14184,16.781082,-23.940008,human
14185,43.93539,-12.520801,human
14186,35.82893,-36.598885,human
14187,16.032557,-9.839064,human
14188,39.65401,-9.113848,human
14189,31.653236,16.797691,human
14190,43.217873,-21.4198,human
14191,28.611172,-41.40151,human
14192,19.125088,37.99461,human
14193,8.922664,-36.378345,human
14194,35.847504,-36.617523,human
14195,7.964798,39.82941,human
14196,36.016865,7.58311,human
14197,20.444656,22.528595,human
14198,39.335262,-2.0210931,human
14199,44.382572,6.126286,human
14200,17.669336,-22.958525,human
14201,-17.919453,-38.757835,human
14202,29.331572,4.0278196,human
14203,29.311594,-21.000433,human
14204,19.869022,-32.616173,human
14205,7.636126,38.58745,human
14206,37.380882,10.37977,human
14207,6.426734,-30.915852,human
14208,-19.009062,-51.691143,human
14209,29.743235,-14.552029,human
14210,-14.50307,-54.504734,human
14211,20.883469,6.8387556,human
14212,18.772364,7.608609,human
14213,23.651297,-49.42295,human
14214,18.765373,-21.7758,human
14215,7.850991,-55.14021,human
14216,11.95456,-50.96895,human
14217,17.38775,-0.07147495,human
14218,21.015205,-51.58058,human
14219,-9.906,-5.212594,human
14220,-1.790044,-39.14243,human
14221,-7.9572,-55.66183,human
14222,14.965518,-45.866344,human
14223,8.437748,-11.446425,human
14224,-6.9032917,-47.065956,human
14225,2.672679,-56.349255,human
14226,40.23328,-14.196049,human
14227,3.0316339,-47.38401,human
14228,39.334,-1.9776683,human
14229,-6.0335884,-50.46134,human
14230,35.339157,-29.017738,human
14231,33.762665,-4.4205084,human
14232,28.441957,-2.2881708,human
14233,27.907822,-38.441837,human
14234,-3.057993,-21.247976,human
14235,11.996832,-22.764917,human
14236,-4.7063885,-48.970383,human
14237,18.389288,31.325893,human
14238,19.57798,-35.578503,human
14239,45.608036,-0.5027023,human
14240,7.2084136,-33.433197,human
14241,24.95387,-17.95051,human
14242,19.778128,-22.801172,human
14243,8.6328745,-8.802184,human
14244,15.644114,-45.352097,human
14245,13.629223,-32.055595,human
14246,32.65834,-8.836115,human
14247,27.295668,-32.951637,human
14248,-9.0255995,-39.585823,human
14249,14.965142,-51.46089,human
14250,27.326464,7.768842,human
14251,13.920994,-48.95266,human
14252,27.423397,-1.3421384,human
14253,-6.917458,-56.064224,human
14254,26.238304,-40.03601,human
14255,8.140075,-35.031517,human
14256,49.80101,5.3099895,human
14257,16.386591,-35.07089,human
14258,20.254827,17.104786,human
14259,3.532941,-54.439644,human
14260,19.215466,22.490032,human
14261,-7.783632,-39.82386,human
14262,25.800344,-47.65937,human
14263,54.49489,-4.5355787,human
14264,-10.653189,-42.3783,human
14265,10.234047,16.958376,human
14266,13.71725,-17.915403,human
14267,24.10623,16.49023,human
14268,38.711308,9.932014,human
14269,35.625843,-26.776266,human
14270,22.60949,-6.0849123,human
14271,15.102762,-47.980007,human
14272,49.288467,-5.0410175,human
14273,25.385265,-0.4382034,human
14274,39.01815,14.981011,human
14275,22.221361,-13.838329,human
14276,12.810107,-51.404274,human
14277,6.0998273,-41.40523,human
14278,14.011255,-44.537888,human
14279,-1.8315833,-36.71502,human
14280,24.042854,-32.218838,human
14281,27.931519,-38.418533,human
14282,28.515297,-41.94997,human
14283,22.566307,20.697489,human
14284,41.09756,3.5715113,human
14285,42.837524,-8.898938,human
14286,21.4284,-33.210526,human
14287,38.326702,7.9236307,human
14288,-4.9871135,-40.205986,human
14289,33.923355,-33.68457,human
14290,2.310812,-53.104748,human
14291,28.304941,-39.299557,human
14292,42.142765,3.3848684,human
14293,46.387833,5.6676154,human
14294,-10.848484,-49.517097,human
14295,34.635788,-28.028618,human
14296,29.766241,17.401892,human
14297,47.562305,-17.95767,human
14298,37.289433,11.661278,human
14299,22.067461,-12.695064,human
14300,29.67533,-6.3372617,human
14301,1.9802871,-46.967857,human
14302,40.233234,-30.278849,human
14303,38.648785,-8.59236,human
14304,16.917046,14.919266,human
14305,34.17941,-23.390375,human
14306,48.452206,-9.805317,human
14307,25.359419,-32.371365,human
14308,14.236624,-39.71554,human
14309,18.04568,-10.346561,human
14310,-2.1282573,-39.383747,human
14311,23.192492,-35.48915,human
14312,26.57163,5.6092024,human
14313,25.275082,-32.399147,human
14314,30.236187,-6.9785733,human
14315,26.74164,-46.65073,human
14316,7.923117,-54.888798,human
14317,7.854122,-45.110004,human
14318,29.284811,-22.532106,human
14319,-1.9978302,-49.533447,human
14320,22.888239,-13.178841,human
14321,28.670422,-5.132611,human
14322,46.92062,-7.253162,human
14323,16.250483,-13.105972,human
14324,23.400099,3.111773,human
14325,19.913157,11.203205,human
14326,8.727467,-54.194153,human
14327,20.35903,-20.835691,human
14328,21.448376,22.286667,human
14329,17.354464,-45.18788,human
14330,45.691566,-20.698692,human
14331,31.819479,-11.000433,human
14332,17.917458,17.352657,human
14333,16.612787,-25.253292,human
14334,39.331547,-33.762882,human
14335,38.296585,-22.906174,human
14336,27.816298,-13.487695,human
14337,37.38281,10.371965,human
14338,23.703636,8.897451,human
14339,36.66867,-7.9623938,human
14340,21.351097,-31.323893,human
14341,12.69991,-5.1828766,human
14342,22.005589,15.622226,human
14343,13.326548,7.300317,human
14344,47.836067,34.19175,human
14345,13.967798,-21.82029,human
14346,-2.508854,-50.929726,human
14347,31.435003,6.1545534,human
14348,34.62195,-28.036133,human
14349,23.523205,10.134526,human
14350,49.79801,-22.072025,human
14351,19.898222,-39.46691,human
14352,12.580254,-55.81248,human
14353,44.946724,-20.200327,human
14354,46.104343,-7.086209,human
14355,27.340843,-20.922142,human
14356,-2.51352,-50.932026,human
14357,20.59303,-9.2888975,human
14358,31.406841,-6.716641,human
14359,17.48779,-8.298719,human
14360,20.893583,-23.517277,human
14361,-8.197795,-54.899815,human
14362,36.94208,-2.414754,human
14363,-12.997478,-46.663982,human
14364,27.960655,13.683212,human
14365,23.338491,19.135712,human
14366,43.99912,-15.993808,human
14367,13.489587,-54.502056,human
14368,27.822294,-13.373628,human
14369,29.879168,-40.280113,human
14370,23.1161,14.83377,human
14371,50.465168,-22.133207,human
14372,13.055503,-16.621687,human
14373,40.295612,-14.842175,human
14374,-6.2615685,-57.487606,human
14375,30.785244,-2.0741596,human
14376,16.204674,-34.7927,human
14377,9.053131,-56.518814,human
14378,20.474882,23.886974,human
14379,18.186518,-19.70441,human
14380,16.645962,-42.68562,human
14381,18.927334,-9.106512,human
14382,25.824724,-4.2484617,human
14383,29.355713,13.680549,human
14384,23.738356,-28.202805,human
14385,34.65727,-16.864902,human
14386,46.474575,-15.825068,human
14387,43.583496,-21.320784,human
14388,5.2817764,-43.628716,human
14389,32.79383,-36.919563,human
14390,47.69868,-18.178291,human
14391,32.18342,-23.323545,human
14392,22.64491,20.678436,human
14393,15.384716,-43.921616,human
14394,19.733953,-22.625929,human
14395,2.572428,-30.40077,human
14396,32.997547,9.598091,human
14397,19.332516,13.21849,human
14398,18.759045,24.733984,human
14399,42.67268,5.772846,human
14400,8.734281,44.345398,human
14401,2.6111145,-25.311575,human
14402,18.777742,7.6094356,human
14403,17.407454,-46.084167,human
14404,40.905655,-3.814169,human
14405,24.796764,-34.299366,human
14406,37.53161,10.376791,human
14407,35.20111,-20.946878,human
14408,30.766699,-25.896412,human
14409,18.51701,16.690725,human
14410,20.829582,-40.998558,human
14411,10.515274,3.3100288,human
14412,-9.115207,-53.890614,human
14413,31.55762,-16.007187,human
14414,23.123672,-45.343494,human
14415,-7.354412,-51.555798,human
14416,14.719955,-37.489033,human
14417,13.673829,-17.770699,human
14418,9.537268,-23.99046,human
14419,31.42746,-24.446672,human
14420,0.8181982,-29.230366,human
14421,33.269993,18.44583,human
14422,16.922934,-47.933117,human
14423,8.617996,-47.739487,human
14424,23.33028,25.123463,human
14425,30.31372,-4.8307652,human
14426,41.159664,-14.106244,human
14427,-8.991373,-40.751133,human
14428,18.322527,0.7094738,human
14429,26.313818,-40.26927,human
14430,13.958043,6.34127,human
14431,13.62497,-54.757717,human
14432,38.928307,-38.231346,human
14433,38.05211,-5.731888,human
14434,31.005615,-16.29139,human
14435,14.776538,9.191289,human
14436,13.261874,-20.289383,human
14437,19.468945,-41.84332,human
14438,12.23626,-51.87308,human
14439,6.411982,-55.057312,human
14440,3.1773617,-43.6973,human
14441,23.794191,-37.46098,human
14442,32.225677,-38.766953,human
14443,40.251278,-30.269072,human
14444,42.85269,-1.6173586,human
14445,6.201254,10.457484,human
14446,33.553226,-19.779833,human
14447,22.645544,4.236714,human
14448,20.48153,23.884722,human
14449,22.653864,-32.64877,human
14450,29.940248,-3.0770164,human
14451,32.22176,-25.40687,human
14452,14.791294,-21.158201,human
14453,11.02226,-57.628803,human
14454,36.803013,-19.927767,human
14455,23.603731,-37.78647,human
14456,17.574486,-8.340363,human
14457,30.165342,-40.3192,human
14458,18.422318,31.22236,human
14459,31.33803,-24.535822,human
14460,44.531868,-11.853061,human
14461,50.418148,-18.916553,human
14462,-6.8548775,-49.20938,human
14463,10.034644,-9.351101,human
14464,16.519455,-8.339387,human
14465,19.03604,-39.328453,human
14466,13.620285,-39.576702,human
14467,48.616253,-18.264286,human
14468,35.701283,14.303346,human
14469,23.6852,19.592415,human
14470,29.676588,-36.2418,human
14471,29.379015,4.0218697,human
14472,45.58934,-15.760708,human
14473,33.782642,-33.7838,human
14474,35.8436,-26.846416,human
14475,24.626436,-33.640045,human
14476,7.701697,5.872572,human
14477,32.326096,-39.38392,human
14478,25.781755,-38.638317,human
14479,24.632647,-41.660244,human
14480,12.589186,0.4959004,human
14481,30.098284,-32.266872,human
14482,35.74429,-13.542069,human
14483,36.766228,5.2876387,human
14484,31.16454,-41.19494,human
14485,19.318327,26.180391,human
14486,11.036194,-40.90611,human
14487,18.780024,3.7916899,human
14488,45.951332,6.150475,human
14489,30.051273,-14.308462,human
14490,26.010462,-2.6419237,human
14491,15.601898,-43.235188,human
14492,34.930813,-31.831291,human
14493,47.822334,-23.98613,human
14494,13.046948,-41.57214,human
14495,44.16183,-10.841491,human
14496,33.62344,15.970995,human
14497,35.47665,-16.977057,human
14498,25.319973,-30.828447,human
14499,20.647377,-21.36672,human
14500,31.692982,-5.0268807,human
14501,11.805217,-37.679398,human
14502,11.540383,9.841276,human
14503,22.944036,7.2936983,human
14504,18.022072,12.87156,human
14505,47.931786,-5.348568,human
14506,28.994211,-10.61635,human
14507,26.70895,-29.268915,human
14508,36.458073,9.213841,human
14509,11.084686,-14.8915,human
14510,17.850708,9.443854,human
14511,21.579857,-24.984638,human
14512,16.04202,-30.269764,human
14513,26.145412,-34.292866,human
14514,12.439383,-19.769361,human
14515,6.7859325,-26.109186,human
14516,23.49473,-38.068336,human
14517,-7.0598598,-56.145042,human
14518,18.525785,-29.064861,human
14519,9.425145,18.853773,human
14520,29.823074,1.852132,human
14521,7.3325024,-53.1069,human
14522,31.990639,-31.568754,human
14523,48.689663,-18.429522,human
14524,31.00898,-30.806139,human
14525,3.5224354,-54.205738,human
14526,18.50642,-29.114595,human
14527,26.292206,-39.168358,human
14528,21.259638,-46.20595,human
14529,21.772669,-42.759266,human
14530,29.882816,-5.596514,human
14531,22.909733,-44.51549,human
14532,-4.754367,-61.684505,human
14533,29.389044,-40.081684,human
14534,26.531841,17.953987,human
14535,5.4606485,-9.32344,human
14536,20.880983,6.832636,human
14537,8.133491,-45.991108,human
14538,26.101341,-28.206104,human
14539,22.884502,-31.860788,human
14540,18.527586,-29.098383,human
14541,26.105333,-1.2052615,human
14542,16.47659,-53.210045,human
14543,10.43476,-37.05349,human
14544,25.05996,10.425349,human
14545,14.402959,-37.331753,human
14546,-5.7037816,-52.543045,human
14547,7.2144547,-33.41976,human
14548,14.088205,-13.7272,human
14549,-4.20473,-46.883858,human
14550,12.394255,-40.72396,human
14551,10.401445,-52.50462,human
14552,19.051302,18.916079,human
14553,28.47632,35.73861,human
14554,15.166951,-44.860798,human
14555,8.064587,-24.19084,human
14556,31.739285,-31.447191,human
14557,36.731663,-11.569367,human
14558,25.076902,-30.886053,human
14559,6.6849523,-48.063564,human
14560,-9.325952,-55.831497,human
14561,31.541498,-3.2483103,human
14562,24.699453,-25.450268,human
14563,21.62671,-27.825815,human
14564,-5.5816064,-47.399677,human
14565,22.62787,-6.04886,human
14566,22.383245,-10.865576,human
14567,-7.005863,-57.09608,human
14568,-2.9118533,-35.492165,human
14569,32.841667,-9.813659,human
14570,24.74642,-39.087326,human
14571,43.152138,-2.898345,human
14572,31.54286,15.267966,human
14573,47.643265,10.68431,human
14574,35.153915,-16.662008,human
14575,34.171623,-17.06439,human
14576,37.84285,-14.832076,human
14577,39.551853,-4.7389107,human
14578,18.757534,-10.842291,human
14579,18.441868,-11.5977745,human
14580,28.804995,-16.117855,human
14581,35.837055,-36.614098,human
14582,35.623875,-1.1262599,human
14583,47.562996,-17.950743,human
14584,31.075253,11.61682,human
14585,15.373627,-20.281946,human
14586,18.609152,-51.742565,human
14587,6.2246113,-41.62916,human
14588,-11.701084,-47.86694,human
14589,18.51142,-29.119022,human
14590,22.368586,-15.054003,human
14591,15.506406,-10.953123,human
14592,9.336437,-57.990192,human
14593,22.491894,-41.07062,human
14594,37.865704,13.844843,human
14595,16.240358,-35.21857,human
14596,46.290462,-23.87546,human
14597,41.010452,-3.8082092,human
14598,16.411459,-35.10802,human
14599,55.867775,-10.5821905,human
14600,20.488897,23.882824,human
14601,-19.054533,-46.210384,human
14602,27.751734,-32.765976,human
14603,36.53848,-16.380234,human
14604,20.12341,-41.054596,human
14605,25.721596,-0.807074,human
14606,18.765821,-15.594862,human
