TSNE-1,TSNE-2,task_source
77.86156,2.7272663,unmod1
25.011969,-48.94325,unmod1
-4.554708,20.803785,unmod1
51.795765,-50.340633,unmod1
17.171797,3.6439257,unmod1
-7.5783067,37.06866,unmod1
50.366997,17.252972,unmod1
4.9693313,21.390442,unmod1
-16.886192,-12.103825,unmod1
7.2745533,-20.180294,unmod1
18.258244,40.406723,unmod1
-12.780171,-33.047787,unmod1
-5.3878784,30.733715,unmod1
78.13209,12.857924,unmod1
-11.626624,-31.99826,unmod1
4.5224495,59.023952,unmod1
-10.061132,-5.1391716,unmod1
-15.530879,17.38602,unmod1
-11.418844,-15.798046,unmod1
70.35488,-21.839474,unmod1
-12.652936,53.082645,unmod1
23.65555,-10.706765,unmod1
10.596603,62.623383,unmod1
10.127589,-0.36101922,unmod1
-3.0305583,-19.223614,unmod1
21.900827,-48.422176,unmod1
11.7589035,-46.272346,unmod1
8.629639,41.472614,unmod1
13.850421,66.76674,unmod1
46.558346,-32.95851,unmod1
27.765501,48.767128,unmod1
43.01999,3.7933314,unmod1
6.242918,-0.7900812,unmod1
18.260311,-64.74193,unmod1
14.14937,-22.373297,unmod1
7.227546,25.999802,unmod1
-19.769815,-12.518528,unmod1
-6.9391923,34.287563,unmod1
30.948116,-1.196947,unmod1
53.520466,30.148918,unmod1
34.776226,-51.62725,unmod1
74.94497,9.841347,unmod1
42.179543,-6.163047,unmod1
-5.0100803,20.632671,unmod1
6.6749287,-19.474653,unmod1
20.2191,48.856396,unmod1
-28.691875,6.294318,unmod1
-31.142937,12.5391245,unmod1
33.229755,-21.607452,unmod1
4.13523,-48.798748,unmod1
13.902435,-31.5975,unmod1
-28.032856,10.11488,unmod1
24.06351,-13.974415,unmod1
39.1007,0.9978989,unmod1
22.01254,50.526325,unmod1
25.447704,-11.779913,unmod1
19.955378,41.539062,unmod1
16.149902,19.342405,unmod1
8.582561,40.910877,unmod1
8.270326,-1.6669555,unmod1
26.353464,-14.6806555,unmod1
51.52068,6.3580112,unmod1
-10.662424,17.720165,unmod1
61.844154,12.832186,unmod1
37.507122,31.045822,unmod1
2.0011995,-5.0423603,unmod1
41.599472,15.036903,unmod1
8.547865,-27.22363,unmod1
39.536865,-20.907722,unmod1
-21.297068,45.43286,unmod1
2.196018,28.862911,unmod1
76.63882,7.695051,unmod1
14.64299,-3.7088485,unmod1
40.593678,39.93071,unmod1
47.670143,8.31353,unmod1
-17.775204,41.206116,unmod1
51.49861,-46.745914,unmod1
29.628881,-5.257837,unmod1
51.581387,42.518143,unmod1
67.80918,-31.991634,unmod1
15.377388,20.881647,unmod1
-11.599135,12.736866,unmod1
-5.638224,-8.908012,unmod1
12.5924225,-1.3110912,unmod1
-10.192966,30.215504,unmod1
52.59656,33.32282,unmod1
-3.6408172,-14.586328,unmod1
76.565704,9.4926605,unmod1
-9.240277,21.087502,unmod1
62.303825,-27.656116,unmod1
38.127743,37.47694,unmod1
1.8199906,-60.430824,unmod1
23.69706,-50.948586,unmod1
73.45357,0.30165032,unmod1
62.811012,-35.98721,unmod1
15.716279,-29.874949,unmod1
-17.834887,47.616127,unmod1
-1.93637,-52.317158,unmod1
-8.433437,34.451454,unmod1
7.2496696,-40.66035,unmod1
18.461529,-55.40592,unmod1
12.2429285,6.5406294,unmod1
17.99087,12.976574,unmod1
23.692633,2.9400566,unmod1
-5.731111,9.772026,unmod1
27.076216,47.83406,unmod1
38.555756,20.668047,unmod1
23.803331,-10.753796,unmod1
45.850777,-25.745426,unmod1
7.2901845,-30.926695,unmod1
-15.470144,38.600456,unmod1
8.143569,24.298363,unmod1
32.046337,-1.5577359,unmod1
27.142326,32.428413,unmod1
61.427555,33.13387,unmod1
57.179848,35.939537,unmod1
11.160849,46.046383,unmod1
-5.242079,-40.061493,unmod1
31.37717,22.841236,unmod1
14.073947,-8.9475155,unmod1
23.122902,-54.942966,unmod1
13.407763,16.234882,unmod1
-4.8278394,6.149931,unmod1
59.227974,-34.174397,unmod1
11.185711,-60.064377,unmod1
4.3685956,-28.074911,unmod1
22.491564,-50.15584,unmod1
11.780798,29.486313,unmod1
8.929228,-23.951145,unmod1
62.595505,30.742683,unmod1
27.923021,31.722223,unmod1
5.2695794,-23.95163,unmod1
21.484827,-28.436815,unmod1
14.341016,42.52743,unmod1
0.61709726,-7.140387,unmod1
-9.7793865,34.01062,unmod1
25.63269,30.157303,unmod1
-22.377,4.3104753,unmod1
23.835253,-20.088562,unmod1
33.74076,-50.341965,unmod1
-5.004509,-51.999508,unmod1
47.83805,42.638603,unmod1
26.815697,29.01738,unmod1
-17.500414,17.967888,unmod1
13.706042,4.754117,unmod1
3.7668164,18.425959,unmod1
16.636494,28.807476,unmod1
-35.16561,30.408573,unmod1
2.0553956,31.023767,unmod1
15.81969,49.862732,unmod1
-13.627062,22.10809,unmod1
7.4711866,-57.91615,unmod1
-10.009496,-7.2157216,unmod1
35.62695,-32.115345,unmod1
7.9786787,26.54408,unmod1
17.406828,41.24873,unmod1
7.2013364,38.935097,unmod1
51.581886,-7.7807255,unmod1
42.948177,-6.3264475,unmod1
10.316621,4.767741,unmod1
42.920788,14.793448,unmod1
76.45777,13.376005,unmod1
15.686226,38.592754,unmod1
0.6793848,-28.627914,unmod1
-11.5539465,-37.13014,unmod1
23.272772,7.6591573,unmod1
-6.9601645,41.00301,unmod1
-20.589167,1.9839451,unmod1
21.344353,-58.15329,unmod1
12.467767,13.224899,unmod1
13.359204,16.238245,unmod1
22.47606,-36.525505,unmod1
-6.3706737,8.092096,unmod1
-11.286897,-21.78775,unmod1
-6.4591284,-15.355063,unmod1
30.840332,59.51255,unmod1
60.19402,-32.8286,unmod1
49.96162,41.1982,unmod1
-19.07412,10.070338,unmod1
31.511404,-12.815437,unmod1
14.085637,-16.374304,unmod1
-24.574629,11.840351,unmod1
13.0907755,-23.56201,unmod1
-0.7227416,32.21012,unmod1
33.3194,-23.372622,unmod1
53.203037,9.600751,unmod1
-9.0796995,12.102737,unmod1
26.029188,33.232155,unmod1
22.376478,11.720462,unmod1
2.4106824,-30.912066,unmod1
27.217495,-12.121765,unmod1
58.212673,21.057467,unmod1
21.455118,-31.750694,unmod1
28.011618,36.309097,unmod1
-3.3968427,1.7460843,unmod1
40.686405,41.999916,unmod1
31.658278,-13.902479,unmod1
-12.271512,34.47495,unmod1
33.30223,39.538082,unmod1
23.776495,-31.064804,unmod1
-2.8244278,-21.880333,unmod1
-12.145339,-9.697676,unmod1
1.013368,-22.671331,unmod1
-1.8570975,29.05655,unmod1
-11.826944,-13.541705,unmod1
21.30227,-43.64075,unmod1
41.702915,-27.687208,unmod1
60.00854,-28.151209,unmod1
14.078164,-50.902145,unmod1
25.281782,-46.53495,unmod1
79.44348,10.934856,unmod1
16.77849,37.72496,unmod1
14.803474,-16.905766,unmod1
38.26898,3.0412729,unmod1
-7.6252403,40.444717,unmod1
22.771816,-9.595159,unmod1
29.481821,-13.6259775,unmod1
64.36055,-28.357548,unmod1
57.377426,-27.667158,unmod1
23.657557,56.981503,unmod1
62.515797,-34.780853,unmod1
31.083841,-1.4810983,unmod1
72.81217,3.1408734,unmod1
27.814144,-28.642538,unmod1
-20.338636,53.307404,unmod1
-14.707052,7.732699,unmod1
41.371395,-0.08380304,unmod1
23.07001,28.070585,unmod1
3.1126854,-35.46754,unmod1
39.075302,3.6015635,unmod1
59.83394,18.14663,unmod1
24.039898,-40.91501,unmod1
12.890378,-31.375307,unmod1
-11.760983,24.183786,unmod1
24.231632,35.471443,unmod1
56.400246,-46.766804,unmod1
41.057682,48.96639,unmod1
-12.878673,-11.424714,unmod1
21.057467,46.512993,unmod1
30.221395,-15.278868,unmod1
26.354115,43.181705,unmod1
-13.725904,10.837085,unmod1
60.38235,-14.532034,unmod1
43.010822,1.8912722,unmod1
3.8304262,-38.966522,unmod1
20.522524,-65.17521,unmod1
49.91722,-23.651428,unmod1
-18.668377,-19.393671,unmod1
44.29666,-17.72059,unmod1
-25.45719,13.430982,unmod1
35.06795,-35.34445,unmod1
34.86404,-53.934883,unmod1
31.11702,-19.020224,unmod1
1.5538567,56.937412,unmod1
47.7974,-12.39213,unmod1
14.667129,-23.20844,unmod1
38.83233,-16.28641,unmod1
-7.906498,68.35761,unmod1
10.771942,-43.978043,unmod1
51.020267,6.9618893,unmod1
49.458244,-21.983269,unmod1
-18.64505,-3.326819,unmod1
28.3412,-54.96738,unmod1
-5.6733427,33.399597,unmod1
12.035666,-20.707855,unmod1
-10.348256,32.81532,unmod1
-3.2906973,-45.911484,unmod1
38.174538,29.291336,unmod1
2.99853,-32.397457,unmod1
-18.708168,-11.9185705,unmod1
77.77806,10.645612,unmod1
10.455839,52.378517,unmod1
-14.544878,10.50544,unmod1
49.73093,41.244167,unmod1
-16.518661,-2.4909863,unmod1
17.798542,17.324177,unmod1
75.816605,5.252382,unmod1
32.694622,-20.73665,unmod1
-0.29996952,-37.087704,unmod1
-7.3549104,-14.029317,unmod1
57.84478,8.503382,unmod1
18.704773,13.852867,unmod1
25.220098,-63.222584,unmod1
7.3685327,37.950993,unmod1
-16.048956,42.950417,unmod1
42.572815,2.0475352,unmod1
40.313866,29.296556,unmod1
-24.457174,48.352875,unmod1
28.713387,-26.272503,unmod1
-0.84018904,-6.1510434,unmod1
76.87808,8.312145,unmod1
-11.452421,-33.566174,unmod1
6.7215476,-47.370502,unmod1
69.5025,-21.689964,unmod1
7.9933233,-54.73702,unmod1
-8.815278,9.01701,unmod1
37.329666,-11.094197,unmod1
29.729563,38.263454,unmod1
30.946238,-56.046196,unmod1
