TSNE-1,TSNE-2,task_source
-29.78368,-33.80132,human
-12.279279,-21.082443,human
-22.669622,-10.258024,human
-21.342293,-15.923165,human
-39.140446,-22.0407,human
3.8090522,21.973707,human
8.369119,27.298048,human
-34.56006,-28.725607,human
-43.20626,-3.5361907,human
-42.519657,-10.133242,human
-41.271294,33.965714,human
5.8888764,30.731487,human
-39.36432,17.926039,human
13.690454,-5.266818,human
8.24623,4.067719,human
-7.638994,-18.845802,human
-14.604356,-19.611694,human
-24.691813,32.203053,human
2.5629241,25.442923,human
-15.025628,21.40312,human
0.18521242,23.31365,human
6.3206635,6.025394,human
-50.297894,10.6074705,human
-34.835857,28.23833,human
-22.212763,40.200516,human
-17.238417,28.3595,human
9.698336,2.4326475,human
-48.856342,-0.72544503,human
13.726311,-0.4548147,human
-8.329225,20.16104,human
12.245967,-1.5263925,human
-17.938414,32.589394,human
-16.265928,-0.17655557,human
-42.79395,-19.608248,human
-43.025032,21.165241,human
-22.04549,-23.225962,human
-40.323067,31.92182,human
-35.94608,-29.490713,human
-5.555084,15.7581,human
-43.36577,-18.002007,human
-34.399197,-0.280839,human
-20.160032,34.902798,human
-25.047092,8.029292,human
-40.59319,-0.18206419,human
-28.37154,4.1210446,human
-30.274712,29.838736,human
-16.666521,15.010717,human
18.190557,-33.151752,human
-6.779691,-6.167652,human
-23.151945,39.85889,human
-53.47333,-15.091276,human
-5.4760056,-9.008812,human
-15.807457,34.307266,human
-20.803263,38.069077,human
-24.041319,12.655467,human
8.292034,-0.09056981,human
-10.35611,42.59768,human
-9.813277,-12.473469,human
-32.368534,43.52761,human
-25.988806,39.876175,human
15.9935665,0.941518,human
-41.1975,-29.226997,human
-15.690911,-26.038307,human
-14.566036,-21.434328,human
-40.67697,14.277888,human
-49.712467,5.722484,human
-34.510864,29.444042,human
3.5599198,-2.5744123,human
-41.52875,-16.38483,human
-37.55275,-21.639229,human
-35.72524,-30.855782,human
-23.804005,8.120182,human
-4.6660223,-2.032026,human
-20.485023,34.484035,human
7.856189,24.121332,human
-17.917318,-13.902146,human
-21.121126,-22.76176,human
-19.942831,33.075676,human
-38.556942,-23.741837,human
14.325415,28.832823,human
-5.9087257,39.720654,human
-45.727165,4.721986,human
-9.086955,-18.562504,human
-8.792055,42.759636,human
11.268305,7.0639195,human
-24.931047,30.366222,human
-49.36326,-23.333496,human
5.9732904,-13.259742,human
-12.196096,-14.821756,human
-25.61076,26.999727,human
-40.11913,-16.476206,human
-0.51851124,36.888313,human
-31.557985,-26.485172,human
9.497516,25.479542,human
-36.041763,-22.562414,human
-2.4525387,20.301252,human
-16.298399,-21.197432,human
-20.503925,6.3121624,human
-23.205425,-26.585924,human
16.927284,2.860304,human
-13.141718,42.266537,human
-19.02832,-19.050377,human
11.557304,-14.541908,human
-20.999561,7.1846523,human
6.3937817,-7.9990644,human
-19.212034,-17.22427,human
-11.125949,-7.2652526,human
10.968368,-10.778552,human
-9.8284235,-15.883713,human
-35.834385,-29.156015,human
-20.98093,-15.11247,human
-25.661295,9.576431,human
-31.113338,1.7632638,human
-28.10967,8.813029,human
-43.980976,-15.337125,human
-10.618768,-17.694483,human
17.10588,20.352354,human
-15.921863,38.47635,human
-14.070108,-16.881588,human
-29.232336,-20.380262,human
0.378815,7.597913,human
-21.897753,-7.842206,human
-28.98329,8.501854,human
-24.703959,-11.589906,human
13.606349,1.9070934,human
-6.5324187,4.386695,human
-14.523985,-6.254242,human
-5.2025356,-2.4525094,human
-27.947655,39.94647,human
-49.263714,15.255699,human
-22.021559,8.2450285,human
-48.486782,21.828016,human
-16.464365,-17.05759,human
-17.18511,18.876837,human
-2.768775,6.597865,human
16.6492,-37.541573,human
-31.39569,-23.957289,human
-44.09271,29.857918,human
-32.136646,-8.991772,human
8.347649,13.6434145,human
-47.762215,14.380255,human
-9.039996,-10.7247505,human
-26.524662,-14.806431,human
-10.350078,19.248692,human
-26.925674,34.7551,human
-41.348858,-25.562788,human
-14.615306,-4.3577976,human
-11.929793,-1.3096278,human
-33.49493,10.863927,human
-13.014045,36.50145,human
-2.745604,-19.167501,human
-27.39257,19.111622,human
-13.639824,18.919271,human
-17.273254,34.13434,human
7.978533,14.888453,human
-49.49812,-21.288452,human
-12.097805,19.404642,human
5.362255,36.36322,human
0.046958104,-2.7402782,human
-5.42513,24.448357,human
-42.396507,0.4939581,human
-15.418561,1.7248052,human
-36.812954,33.91198,human
-40.52342,-34.07934,human
-39.53864,-18.739021,human
-29.20649,1.4875782,human
-26.685522,-3.9088619,human
5.6188703,5.2152834,human
11.635677,23.596064,human
-44.933453,-36.094616,human
15.289185,-12.144509,human
-17.15455,5.6726627,human
-44.9116,-29.977646,human
-42.441315,3.6448653,human
-17.763142,12.2550535,human
-22.144783,7.0656734,human
2.6429513,-26.482141,human
-20.288637,17.098776,human
4.717116,-10.262787,human
-44.07604,2.1822796,human
-43.430138,1.0065212,human
-35.099064,-22.883986,human
-38.73068,39.053013,human
-31.310804,6.2599726,human
-4.555943,-0.068848304,human
-17.204685,-17.956549,human
-14.336143,-6.4867163,human
13.488584,12.514807,human
-43.061172,-28.837069,human
-47.035442,-4.865562,human
0.55985767,27.287205,human
-39.652683,-29.016644,human
-34.119804,14.862252,human
-6.4401374,6.469033,human
-47.07074,8.872122,human
5.6151247,0.38873157,human
-2.947436,-8.955701,human
13.199423,-0.7386735,human
-39.337105,-2.0814257,human
-23.165419,-18.543438,human
-19.007353,37.320385,human
-16.42026,29.657534,human
-34.58465,37.11178,human
8.439267,-18.103117,human
-22.931227,9.194665,human
-28.865757,-26.408682,human
-10.651998,23.076538,human
12.506522,-16.478455,human
-42.899097,-15.239752,human
7.9104066,24.982609,human
-30.203728,3.8190844,human
-37.39219,27.513151,human
-36.167694,-2.1689057,human
14.506647,10.184559,human
-10.802561,11.5229845,human
-19.34234,26.416485,human
-49.37403,-3.8890953,human
3.3022902,18.28071,human
-41.252186,-27.73244,human
4.910516,20.418388,human
9.550329,0.24113907,human
-21.448875,-9.64622,human
-42.281414,-27.78305,human
10.042073,10.692738,human
-35.508343,-27.192795,human
-3.431969,-0.37818432,human
-34.100525,40.387184,human
-16.183018,16.029877,human
-16.910309,3.9404688,human
-38.383556,28.849903,human
-13.634225,-20.039957,human
-41.665894,14.610112,human
-37.11073,4.293941,human
-17.709198,12.496486,human
-23.023726,26.469576,human
12.274774,6.1422524,human
-14.4578085,39.929646,human
-15.580498,-21.770782,human
4.971322,-0.3106645,human
-35.0347,16.086784,human
-18.720768,2.838776,human
-25.09767,-15.069599,human
-48.548435,-20.436365,human
-32.282745,29.407766,human
0.7575123,27.05493,human
-46.708176,19.422522,human
3.0795007,26.932928,human
-16.222073,-17.226028,human
-36.279057,-2.02767,human
-2.372672,-7.0072017,human
-35.517582,31.164686,human
-33.805355,28.31072,human
-16.327246,-3.878444,human
-43.798176,-20.298983,human
-42.44819,18.15332,human
-10.783401,32.905434,human
-39.821217,15.810606,human
-0.63516,-8.052994,human
9.25775,28.446983,human
-36.442314,21.248106,human
-35.642094,41.269566,human
-11.518694,34.365467,human
-22.846563,20.113377,human
-51.305172,-7.9570084,human
-31.742088,-21.570112,human
-22.181808,16.067358,human
-22.086388,-22.731117,human
-32.90362,-9.704691,human
-0.39963996,31.848637,human
-45.78942,-20.823645,human
-31.187292,-20.591732,human
4.3756676,11.865505,human
-39.6156,-32.21578,human
-22.36805,-22.66094,human
-7.7024174,30.044006,human
-14.69133,36.148712,human
-20.543789,29.76804,human
-28.036753,-6.614464,human
16.107136,25.611267,human
-28.069588,3.5291452,human
-32.38485,-29.865118,human
-39.47121,-27.182138,human
-19.347996,-13.690162,human
0.5576481,10.40164,human
-16.073763,-16.02891,human
-42.389496,-16.470642,human
-19.727587,42.191727,human
-47.097813,-2.7936113,human
-50.410477,4.7601027,human
-34.536903,-15.323552,human
10.455531,-5.7798862,human
-51.616474,-4.7379484,human
-40.509808,17.522919,human
-37.47292,5.6676025,human
-40.80866,-27.47957,human
-1.861429,-10.215119,human
6.158532,-12.946103,human
-4.4402514,-7.5725713,human
-10.583473,3.0105627,human
-18.224531,15.004397,human
-26.17117,-13.490289,human
-16.30678,14.755946,human
-3.0961862,6.7754855,human
4.625958,-0.18912694,human
-33.583015,16.440042,human
-39.94578,-37.084274,human
8.830126,-12.145928,human
-23.89715,-17.133139,human
-18.62627,6.488224,human
-26.218857,-2.3069878,human
-23.055294,8.586761,human
-4.9584613,0.56902957,human
-35.888996,-26.190228,human
16.984728,-0.12328702,human
-15.141125,-17.561068,human
-24.535273,-9.147125,human
-4.4462624,42.647564,human
-42.82169,0.031143997,human
13.36688,-24.937437,human
-30.177822,-7.911618,human
8.146011,16.34502,human
-14.113853,10.465165,human
-52.438904,8.614929,human
-16.414236,-27.682173,human
-40.585777,-21.215029,human
-42.15669,-6.728547,human
-5.427078,27.368284,human
9.050979,26.715796,human
7.431069,12.82185,human
-14.813293,-16.656292,human
-35.689796,36.94041,human
-8.031523,3.935186,human
-30.441402,29.280544,human
-26.408087,-5.097205,human
-18.638144,12.708351,human
4.774555,-9.232569,human
-47.74836,1.3995334,human
12.194616,12.128076,human
-31.849579,24.409746,human
-38.427525,7.059237,human
10.769304,14.751846,human
1.5934314,33.898693,human
-17.918568,32.890923,human
-48.850708,-26.202118,human
-40.412354,20.0986,human
-17.186768,35.05654,human
-36.202213,-18.126303,human
-25.28095,-6.168632,human
-37.51134,29.860502,human
-15.09081,3.3695316,human
-28.200039,9.871714,human
0.6992748,-3.686698,human
-8.223892,-10.121147,human
-10.415685,-19.939894,human
-43.01718,-24.646574,human
-0.8776728,-8.013976,human
-1.0356982,10.780271,human
-53.13257,4.659241,human
-37.065346,-13.251476,human
-33.576546,26.158888,human
-20.939623,37.56935,human
-29.891937,22.480816,human
-47.83403,-6.2803664,human
8.782522,11.569359,human
-14.689892,-1.340719,human
-12.275503,1.6458666,human
-3.8964837,27.11602,human
-38.801952,-31.48813,human
-22.001019,4.4715376,human
7.3485017,-22.562841,human
-37.52195,-25.484064,human
-3.5387363,-3.9643242,human
4.55703,30.569748,human
-20.998064,25.960516,human
-28.472334,-26.122454,human
2.0025132,-22.038128,human
-39.41098,-24.686522,human
8.142752,29.667152,human
-1.1189101,19.850065,human
-26.951797,-26.172712,human
-3.3792534,-21.05863,human
-23.10867,41.788708,human
-32.498592,1.5604125,human
1.8246583,10.952443,human
-51.394817,11.436135,human
-19.276028,5.956167,human
-28.008991,26.628132,human
-21.369175,-5.122172,human
-15.607221,28.026432,human
-33.750023,31.213411,human
2.5672898,-6.9495406,human
-41.51716,-16.499903,human
-32.846535,-12.164706,human
-30.899508,-26.170816,human
-41.938023,0.06015947,human
-25.768923,16.698324,human
-2.1065276,-4.319533,human
-22.964521,8.34944,human
-27.06538,0.9354946,human
-32.003098,-27.60333,human
-41.904938,22.885757,human
-34.682423,0.58376646,human
-50.209366,-14.953681,human
9.220272,17.993507,human
-7.0786996,-23.190168,human
5.818266,28.52133,human
-36.978607,-12.510639,human
4.6179433,4.7715683,human
11.49303,26.345137,human
-17.574343,43.665646,human
-11.127794,12.829813,human
-26.97363,-2.4195952,human
9.624278,-5.0733824,human
-45.121918,32.80555,human
5.1995597,0.9918232,human
-29.899426,-19.069435,human
2.5040848,17.21216,human
-20.60152,6.6131005,human
-23.944994,-12.414344,human
-6.2137523,44.407158,human
4.7302756,-13.153743,human
-16.345058,19.720354,human
-19.126759,26.233774,human
2.0654397,-14.012938,human
-13.69855,-17.494776,human
-24.175304,26.82256,human
-6.3355827,12.141188,human
-17.923866,-8.688792,human
-50.18371,12.405378,human
-42.62441,18.43369,human
-14.927542,-22.516516,human
-45.046257,-20.077126,human
-8.95929,0.70967114,human
-16.531103,25.849464,human
-51.717033,7.3045907,human
-40.255894,-2.0903597,human
-27.037703,34.38891,human
-10.690682,1.5314015,human
-35.911816,41.16606,human
-41.133945,-18.018852,human
-14.973877,40.987732,human
11.071638,3.3422277,human
14.091627,-15.3591,human
-42.56214,-15.50349,human
-42.087452,31.194044,human
0.27689263,25.474617,human
-48.443893,-6.831803,human
-51.972416,-16.900326,human
-14.6307,40.784515,human
-18.015692,-14.570558,human
-54.865005,7.729347,human
-8.486317,17.856396,human
-20.492243,12.177703,human
-14.02022,-11.845691,human
-48.11838,22.179153,human
13.781077,-25.525341,human
-26.818247,26.208445,human
-35.375835,-27.80156,human
2.9022038,21.026539,human
13.1607065,25.390186,human
-23.05963,27.372759,human
-15.917536,-12.953335,human
8.345453,18.340073,human
-22.618801,34.457928,human
-44.971786,21.344217,human
-21.61949,9.020986,human
-14.119987,16.338793,human
-20.627962,-11.638502,human
-35.619972,-17.718222,human
-41.624992,-1.1214203,human
0.8066245,34.022644,human
-2.6143699,32.82841,human
-38.92585,1.3558129,human
-28.932993,3.2135487,human
-22.731089,-0.17713277,human
-38.93543,-21.864092,human
-39.174877,1.8288084,human
0.89508164,6.846101,human
-49.820457,17.080887,human
-35.835407,-27.769737,human
-30.486929,11.5719795,human
-17.926277,12.032143,human
-45.210953,-18.349586,human
-32.94772,-35.611763,human
-25.833076,12.006704,human
-27.165886,14.8664665,human
-19.871346,-9.814549,human
7.4384627,-18.864033,human
-27.198307,18.586864,human
0.09430761,-2.3038015,human
-22.816782,-18.083397,human
-51.618195,5.7899675,human
-0.64804536,39.73017,human
-20.749317,-16.984179,human
-27.005266,-22.732325,human
-32.257427,-15.136391,human
2.726239,-4.752009,human
-37.442482,12.059786,human
15.598504,-7.6714287,human
-51.235786,-24.098837,human
-29.782898,16.270874,human
-39.60841,-14.052447,human
-41.23308,24.167572,human
-34.434456,37.065758,human
-31.266966,-20.5656,human
-36.219383,26.648438,human
-40.07815,-18.991983,human
6.071732,-12.621483,human
12.545801,-1.0452238,human
-21.260012,9.878779,human
-0.9034795,-6.8489823,human
-43.94889,-1.0625323,human
-45.374805,-9.858545,human
-45.23186,31.245575,human
-17.741644,-26.0606,human
15.483105,0.10795967,human
-35.402046,-16.044989,human
-14.451963,16.233492,human
8.591365,31.211046,human
-22.498745,-15.947431,human
-19.134565,-15.983895,human
-17.650677,15.229914,human
13.952812,0.3567413,human
-13.78663,14.195328,human
-52.240875,-11.949003,human
-26.5488,33.872917,human
-44.55746,25.959215,human
2.0946689,34.16867,human
-18.853138,32.48499,human
-17.626831,-23.976973,human
-38.06469,41.17654,human
-15.509332,12.599692,human
-11.868012,38.65454,human
-43.055134,27.509626,human
-1.3552288,-10.360883,human
-29.148087,40.86664,human
-46.749363,-9.557971,human
-35.633423,-30.496405,human
1.6131102,5.8583946,human
-20.130724,-11.163195,human
10.862664,10.41963,human
-12.800147,10.718925,human
-47.916298,13.686459,human
-49.662525,-7.3966374,human
-32.763588,-14.713226,human
-13.7916155,41.764492,human
-13.682695,5.2099686,human
13.251369,6.608151,human
-36.308823,21.361305,human
-26.842236,-2.5550735,human
-28.658573,-24.026102,human
-13.77822,-8.360927,human
-45.362854,-10.872694,human
-44.32553,18.544954,human
-43.245686,-18.163055,human
13.923104,4.00149,human
11.320236,-11.292097,human
-18.76712,-16.138992,human
-25.309996,34.1965,human
0.7765198,6.0378323,human
-48.98565,-3.2927413,human
-51.74931,11.81995,human
-23.338152,43.678062,human
-44.41282,-2.6231554,human
-21.702332,35.0319,human
-18.192463,-12.47038,human
7.2819986,-3.0545084,human
12.389236,15.285091,human
15.194782,-5.9070435,human
-40.47082,10.177784,human
-0.5385077,13.99393,human
-39.79977,-31.458797,human
-39.9289,-34.100727,human
-47.166218,-24.635366,human
-43.137264,-27.49435,human
-42.50953,-3.487447,human
10.823515,-8.924287,human
-36.544495,8.646512,human
-30.387846,4.495963,human
4.382436,-4.34784,human
-41.34025,-10.960161,human
-41.65366,-23.008978,human
-39.464603,15.4319,human
-16.940294,21.27056,human
-42.417213,26.008787,human
-21.244982,1.5375228,human
-7.986274,9.156493,human
-17.60499,44.444534,human
-16.145899,-8.136269,human
-18.749027,0.015372921,human
-23.110184,-30.02714,human
-19.199154,-14.862558,human
-24.99461,-8.045297,human
-24.143686,-5.949513,human
-9.206731,-18.704199,human
-56.615303,7.5045347,human
11.940365,23.093683,human
-49.574116,-16.646433,human
15.706166,17.08263,human
-14.533411,24.70461,human
1.2457649,-0.42998382,human
8.589947,15.764857,human
-22.57136,3.1711528,human
-24.030886,-27.217245,human
-1.2813629,-1.9920131,human
-32.94526,-4.4489846,human
-43.282772,-23.493464,human
-43.98575,2.6478763,human
-39.931164,2.9199982,human
-37.00636,-18.64435,human
-21.603252,5.694498,human
-24.254635,15.713352,human
-26.586279,35.161198,human
-28.894457,23.925367,human
-50.65389,12.801917,human
-0.35691732,10.837443,human
-11.176757,11.535416,human
-22.372889,28.999346,human
-31.903564,-21.02739,human
-19.904873,4.787056,human
-24.840456,-14.700066,human
-35.985573,27.488031,human
-25.017069,9.817248,human
5.4101315,14.876198,human
-24.86719,17.177246,human
-29.03818,34.588676,human
-39.11095,22.323061,human
-36.283714,-24.203018,human
-51.64785,2.372647,human
6.790878,-3.145367,human
-11.279088,0.9515749,human
-34.82005,10.710209,human
-13.352173,1.4663744,human
-49.33681,-9.151819,human
-9.693474,37.198307,human
-47.94955,22.543636,human
-14.098331,9.295096,human
-25.557047,32.23246,human
-30.62579,-25.740652,human
-4.4661956,26.566277,human
-45.650322,11.6923065,human
16.171099,14.587668,human
-40.010834,-8.090465,human
1.4081316,9.007599,human
-43.44062,-9.829201,human
8.329424,21.843872,human
-29.920094,-10.215687,human
-4.7592516,34.886353,human
14.983505,-5.256551,human
-37.040848,27.733198,human
-48.774063,-14.429109,human
-22.978159,-15.844996,human
-40.2482,-1.3603953,human
13.246033,-23.377857,human
11.893524,-4.8894215,human
12.202169,21.43176,human
0.38699678,4.419914,human
-24.89945,4.3245754,human
12.383168,-14.928207,human
3.7349055,27.588362,human
-40.652897,18.212524,human
12.255634,-10.413772,human
-3.9611542,-3.6259089,human
-22.250338,-14.378234,human
-35.148487,12.464005,human
-16.661983,1.3127313,human
13.136056,-4.0145435,human
8.352454,-4.9887037,human
-46.59115,-27.649574,human
-27.615614,-9.669473,human
-35.946888,38.922165,human
-10.659448,44.253136,human
5.140552,5.943467,human
-13.305222,-8.8861475,human
-28.408424,26.845867,human
-35.45928,32.770992,human
-16.288631,-14.218047,human
-21.809622,10.854788,human
-39.96022,-34.185955,human
-47.21078,-23.03381,human
-17.577461,27.763073,human
11.763246,-12.951643,human
-33.59986,9.873286,human
-27.779068,-7.923173,human
-34.424263,19.39292,human
-27.863403,38.10321,human
-31.303967,1.2502978,human
5.9451485,1.3772972,human
-50.653736,-9.28143,human
11.630299,-15.015049,human
-10.736031,-18.63019,human
-8.337168,12.677636,human
-13.973872,22.74242,human
-24.684505,-11.567799,human
10.915984,-9.146682,human
-18.914242,19.218077,human
-23.93021,8.8375435,human
-48.95427,-7.349022,human
17.274237,2.6349986,human
-29.654644,-22.887238,human
-42.504414,-11.350009,human
-29.226027,-35.584877,human
-28.957554,6.758768,human
16.97947,20.320494,human
-13.7533455,-13.8249445,human
-37.725666,-32.521297,human
-4.8749824,-5.347055,human
-20.092995,-16.680517,human
-41.390553,2.7767396,human
-32.47004,-21.366055,human
-28.668701,-12.485409,human
6.5080733,-21.257359,human
-47.893623,-9.22261,human
-51.138397,-5.086046,human
-24.505384,10.256538,human
-46.505043,11.099726,human
3.8423412,0.7769629,human
-26.91502,0.101294465,human
-37.07882,-18.104166,human
-23.710823,16.655098,human
-39.894154,-29.542889,human
-28.506027,18.302309,human
-30.450394,11.578423,human
-39.744553,-26.250368,human
5.908851,4.3692346,human
-39.813244,8.394122,human
-41.446815,18.660463,human
-27.374954,40.77325,human
-13.894673,-8.549717,human
-6.861051,-13.144824,human
-44.834538,-23.40333,human
4.649175,6.2403045,human
-14.3417015,7.6275163,human
-17.547235,-10.174937,human
-47.43135,-6.0047016,human
-24.699715,12.791931,human
-37.959824,5.539087,human
-27.481035,15.292267,human
-17.596827,-26.036947,human
-21.651127,9.828203,human
-26.922882,-36.311554,human
-52.29038,-10.401097,human
-4.017162,10.633112,human
-32.085712,5.7634435,human
9.956714,-4.069215,human
1.1847793,24.755648,human
-29.939135,-16.017342,human
-49.9141,20.126514,human
-10.551539,21.441278,human
-45.688953,29.840233,human
-15.716191,6.084019,human
-12.290619,-28.111828,human
13.77003,3.741855,human
-10.294188,-18.872433,human
-30.857876,4.4364977,human
-35.84629,-29.15778,human
-36.60159,2.8088667,human
-45.78255,9.364116,human
-32.335003,-17.092731,human
-11.943203,-16.116308,human
-30.893745,1.2782544,human
-43.15869,15.939925,human
-28.410648,-31.034683,human
-17.50838,4.702221,human
6.5366707,-10.979544,human
-48.70812,-17.925617,human
-23.484558,20.591488,human
-14.90637,28.79164,human
-12.244078,-13.692432,human
-4.10935,43.693302,human
-25.903206,7.576262,human
-18.413445,3.1559625,human
-9.712254,-22.618668,human
-45.904995,-17.660133,human
-21.06795,-10.389198,human
-19.672365,-16.423359,human
-8.622215,36.93894,human
14.959783,-2.7302759,human
-33.265972,-3.2291732,human
-0.015787642,17.553507,human
5.5179825,9.856255,human
-41.835148,-36.363953,human
4.162383,28.82851,human
-19.074694,41.333424,human
-33.408092,-3.3113153,human
-37.716892,-30.53631,human
-30.016777,22.601826,human
-48.45028,7.5087137,human
-16.484446,-0.79625267,human
-17.018782,21.53631,human
-42.98845,19.324514,human
4.1972227,-6.7257853,human
-20.463425,-16.859934,human
-34.048935,-0.78782535,human
-14.750104,27.442833,human
-25.762505,33.341713,human
1.6324992,-8.646758,human
-16.00028,-22.441996,human
-18.16783,33.914288,human
-33.74502,9.675188,human
-6.096157,2.4647665,human
-11.790491,5.9765105,human
-40.294224,31.327385,human
-19.967539,-3.4498115,human
8.931395,9.186782,human
-44.633694,20.956924,human
13.518239,5.383762,human
-48.273422,-11.671149,human
-31.096243,-28.224087,human
-51.25324,-13.844388,human
-49.351982,20.42438,human
-3.4872606,-14.1743,human
-10.985627,-7.208947,human
-1.7700629,4.489494,human
-19.912813,-10.4416485,human
-4.907051,-5.1763325,human
-23.729286,32.519356,human
-15.211264,-21.900736,human
6.239318,30.836529,human
-36.752434,19.94732,human
-37.882652,-36.106216,human
-51.91178,-4.5460134,human
-7.274228,15.80806,human
9.488427,20.690186,human
-23.68116,32.911667,human
-33.351902,34.7091,human
-26.350512,30.05933,human
-20.958117,9.471843,human
-21.81675,-4.529058,human
-38.467705,-16.60939,human
-15.466169,1.835634,human
-20.765972,12.115195,human
15.07864,15.399025,human
-41.46285,11.217023,human
-27.061935,-8.401857,human
2.355742,-19.13392,human
-35.54827,-17.9908,human
-3.2833982,-8.406778,human
-17.572239,13.330219,human
-9.557104,-17.186132,human
-11.37292,-21.881332,human
-19.733126,41.04674,human
-33.79305,25.607601,human
-0.17119037,-16.471119,human
-13.549023,45.33677,human
9.127585,6.465271,human
-22.311378,33.105984,human
-42.06546,20.935139,human
-43.87957,21.985554,human
-35.97295,28.643393,human
-33.957764,-24.326052,human
-45.768837,3.2910602,human
-15.943316,9.785236,human
-38.719585,32.324474,human
-44.39498,-2.5198276,human
9.339543,-8.806063,human
-22.058083,-29.357054,human
-33.790802,10.966184,human
-38.756496,-23.876354,human
-20.583115,-26.110659,human
-43.55876,18.692211,human
-19.281092,3.5137784,human
-28.639236,-10.9890175,human
-27.890532,30.260014,human
-43.717552,-27.215866,human
-54.025234,10.874247,human
-15.579392,3.6355035,human
-46.04428,-7.3089595,human
-37.25378,21.388527,human
-9.554777,-22.43179,human
-22.937847,-10.285897,human
5.4364743,14.4958,human
-28.080154,10.875124,human
-33.50144,-20.538502,human
-23.666943,35.121964,human
-34.465984,-1.5904567,human
7.5263295,-1.2359618,human
-54.267643,13.666806,human
-17.88137,-7.7775116,human
-22.597706,31.55138,human
-33.269333,34.38136,human
-29.382477,31.864338,human
8.642741,27.73733,human
-18.928715,33.320362,human
-40.52686,4.5887113,human
-32.678486,24.852219,human
-20.153435,37.564022,human
-33.74858,25.208818,human
-45.252705,-11.139338,human
-12.731993,19.802729,human
-35.626797,27.25649,human
-22.6982,-17.886642,human
-17.485405,-24.249216,human
4.6447854,11.791893,human
-22.99942,46.546024,human
-56.402897,11.696081,human
6.854554,-12.491367,human
-15.144718,-20.486471,human
-1.4585763,26.886282,human
-13.03805,-25.670914,human
-23.56191,8.021424,human
-44.756474,-18.759878,human
-36.201954,20.017511,human
0.09749103,3.7126138,human
-8.83459,42.92069,human
-34.700974,34.34495,human
-48.123684,-16.975716,human
6.2250023,-15.25008,human
0.38724154,24.750986,human
-14.102661,36.483067,human
-24.964436,-9.679627,human
-35.851696,11.220092,human
-29.876354,-22.87056,human
-21.741026,33.919483,human
-53.187702,9.44521,human
-28.532717,16.384712,human
-37.787598,16.857748,human
6.29209,-4.182743,human
-7.4338856,-24.331717,human
-31.460503,16.53003,human
-14.45649,7.9838605,human
-21.161497,-8.853338,human
-19.312265,-11.036182,human
6.4712853,-4.255567,human
-24.310722,28.512114,human
-45.221615,12.705726,human
-25.752325,11.720895,human
-21.91692,-24.814308,human
3.2823792,-3.6957202,human
-42.155712,2.1587248,human
8.681937,17.818256,human
-42.41905,-20.272163,human
-21.171618,19.397858,human
-16.402206,43.227898,human
-30.781483,-10.367524,human
-21.372356,-24.623623,human
-0.8609818,5.5532475,human
7.032743,31.214844,human
-43.79475,32.74043,human
-42.42418,22.346018,human
-39.54021,21.839233,human
-36.140087,28.59328,human
-10.491092,20.319483,human
-19.122023,25.316723,human
-33.39572,4.6329117,human
-29.109896,1.6471313,human
-40.255474,-23.10861,human
-38.558064,-21.799334,human
-17.951756,-18.26783,human
-46.000134,4.364415,human
-26.97992,1.1729037,human
3.3173351,9.405605,human
-17.945723,1.0955734,human
-41.575447,-18.194143,human
-3.8955057,-3.2669842,human
-33.62284,-4.8435216,human
-33.288216,29.952143,human
-9.149155,-20.699505,human
11.982637,-4.2261057,human
-11.709569,4.016898,human
-35.620872,32.98601,human
-27.654005,28.154896,human
15.270068,-8.47024,human
-6.8519435,-16.650814,human
13.890008,17.064999,human
-15.814421,-4.1445312,human
-5.2129445,28.202995,human
9.215407,-21.970783,human
-41.21146,-10.746336,human
-52.100483,8.22967,human
4.797394,24.701506,human
-23.368834,-22.052662,human
-26.792742,9.19551,human
-19.99825,8.036439,human
5.6511135,5.1132274,human
-37.359734,-36.24138,human
-26.710741,-0.65443623,human
0.13648288,6.491511,human
-35.88877,7.2626123,human
-5.4442863,10.127069,human
-1.8480079,3.717396,human
-9.75113,28.120993,human
-18.001926,-22.071247,human
5.29045,-14.0827465,human
-55.041763,8.735347,human
-39.462864,27.173502,human
-43.119736,1.2333415,human
-24.505297,-7.423414,human
-27.53882,33.959446,human
6.2402425,-5.745573,human
-10.521858,10.51186,human
-11.864569,-22.426922,human
-32.365295,-19.881191,human
-11.30616,40.541573,human
-52.807583,12.936187,human
-38.62315,25.30842,human
-32.30577,-4.757104,human
-25.44416,11.359248,human
-13.355623,-24.473652,human
-14.557512,-16.330244,human
-10.982131,-12.432099,human
4.6207457,-15.2926235,human
-36.150757,12.71136,human
-49.658012,-23.133041,human
-11.519731,3.8230245,human
10.734083,-18.255665,human
-17.496777,37.67491,human
-15.809308,14.624627,human
-49.22727,-14.238662,human
-3.805125,20.744238,human
-27.452957,35.792297,human
-19.545925,-21.516558,human
-41.497875,-13.602064,human
1.9955933,-1.7127724,human
-21.27228,-5.7804613,human
-51.088757,-9.5010805,human
-42.22332,-35.232162,human
11.436541,7.827634,human
-41.411793,-9.644743,human
-6.230728,34.200996,human
12.01676,-2.9528668,human
-45.202053,32.856808,human
0.8756409,14.791098,human
-31.59765,8.259557,human
-40.640594,-24.170002,human
-26.320208,37.832428,human
-46.91204,7.685158,human
-12.822437,-25.94454,human
12.011787,-5.1975603,human
-8.9111,-23.832647,human
