unmod1,human,vleng,Andrev2015,muscle,pc3,channel_name
-0.16318074,-0.16894831,-0.22065657,-0.021720398,0.2290353,0.10293227,filter_36
-0.16909315,-0.15639128,0.045561507,-0.054813914,0.15549225,-0.18682848,filter_37
-0.21741576,-0.17497985,-0.23998325,-0.041973103,0.26954868,-0.09241761,filter_38
0.051986255,0.16336147,0.06471787,-0.12454299,-0.12824534,-0.026776193,filter_39
0.16378628,0.26118523,0.17176871,0.12413668,-0.10198872,0.18491806,filter_40
0.19590598,0.08819643,0.107194595,0.081475556,0.14720051,0.11675378,filter_41
0.14309554,0.1632545,0.09707064,0.03477088,-0.12061388,-0.13111533,filter_42
0.09527176,0.3203761,0.14861703,0.2079779,0.45832306,-0.0994689,filter_43
0.035381507,0.039966103,0.018716339,0.18446912,0.0141320415,-0.050566625,filter_44
-0.026535915,0.13523747,-0.007928445,-0.2973638,-0.18126419,-0.3459818,filter_45
0.08645011,-0.10408307,0.13095362,-0.104660764,0.20892808,0.15135612,filter_46
-0.09442596,-0.16259333,-0.10329197,0.20989549,0.15672024,0.016866839,filter_47
0.04821317,0.033283927,0.16442634,-0.083186634,-0.04185336,0.07385147,filter_48
0.076989755,0.1757994,-0.024550317,0.07309134,-0.10034305,0.26312134,filter_49
0.1880122,0.09586033,0.23624766,-0.11383393,-0.083930224,0.002222241,filter_50
-0.08980504,-0.042907648,-0.09398866,-0.17230074,-0.06424455,-0.13741095,filter_51
0.2243981,0.18269858,0.32861164,-0.0003206992,0.09218652,-0.14077124,filter_52
-0.11259296,-0.121626586,-0.19916834,0.07444519,-0.12105024,-0.004617455,filter_53
-0.058271192,0.037090007,-0.04639591,0.0042641037,0.03584641,0.08006579,filter_54
-0.40222117,-0.38311738,-0.5029515,-0.074694544,-0.17635238,0.013557489,filter_55
-0.07631618,-0.2361855,-0.032890033,0.32540146,0.17392959,-0.0115915,filter_56
0.22062814,0.15880877,0.104626596,-0.21961226,-0.0018208735,-0.32078886,filter_57
-0.19058356,-0.23639321,-0.27192807,-0.05762183,-0.05408287,0.1258787,filter_58
-0.31921756,-0.17205203,-0.21747153,0.24008258,0.47586462,0.20698518,filter_59
-0.18995374,-0.17219436,-0.16593179,-0.048349336,0.048428442,-0.03286737,filter_60
-0.15307611,-0.15365022,-0.0875465,0.13847245,-0.35873348,-0.11853866,filter_61
-0.056120194,0.0064008287,-0.1462099,0.003203153,0.13105401,-0.0010138851,filter_62
-0.31592667,-0.089684285,-0.2986865,-0.00046545526,-0.141773,0.03915077,filter_63
0.07949009,-0.04056217,0.16610783,-0.066364825,0.009378824,-0.06952543,filter_64
0.20477052,0.25409606,0.17052613,-0.0356744,0.042243563,0.09210909,filter_65
0.22707413,0.17908745,0.25081244,-0.09753419,-0.15819904,-0.13434304,filter_66
-0.029400382,0.012157801,-0.12369739,-0.09339052,-0.04897425,-0.233522,filter_67
-0.06205742,-0.14452882,-0.046150003,0.17567487,-0.15300271,0.15966326,filter_68
-0.05207033,0.003581048,-0.10508917,0.19171867,0.2476654,0.25289306,filter_69
-0.48969296,-0.3162014,-0.29655436,-0.057708744,-0.0029265247,-0.10029374,filter_70
-0.3444727,-0.29121676,-0.30008456,-0.50469244,0.042650882,-0.17016393,filter_71
