unmod1,human,vleng,Andrev2015,muscle,pc3
-0.0019011707,-0.0032774513,0.012642287,-0.07117608,0.19182456,-0.04176682
-0.145864,-0.15315247,-0.11253275,-0.13948633,0.032748986,-0.13146721
0.07519333,0.057895564,0.059890214,-0.05660213,-0.013084802,-0.14419799
-0.033847537,-0.18849464,0.028760504,0.17012472,0.06275851,-0.028318502
-0.035801534,0.007333525,-0.0525215,-0.18027622,-0.0035627775,-0.27460086
-0.0001362722,-0.06274455,-0.045570016,-0.010830651,0.1568567,-0.15606564
0.081600584,0.15865275,-0.029253742,-0.45239228,-0.22848321,-0.07557914
0.075908005,0.047695838,0.021913229,0.014266266,-0.10179239,-0.15492761
-0.4495603,-0.6386999,-0.1784932,0.2816668,0.009519561,0.057513867
0.1294409,0.15866752,0.09648436,-0.077122316,-0.25735828,-0.17180093
0.09146188,0.040401515,0.009947223,-0.07550708,-0.140299,0.045269545
0.13733594,0.20427048,0.14860225,0.2002935,-0.2815549,0.042026404
0.05122931,0.08062385,0.07041829,-0.16001245,0.20062658,-0.056975964
0.11496603,0.14781967,0.11009379,-0.03025959,0.19062069,-0.011063014
0.197924,0.25023782,0.05924175,0.10671044,0.1600452,0.057621542
-0.23541258,-0.3537244,-0.14237744,0.16314839,-0.017982597,0.062690504
0.024419976,0.052868932,0.04542931,-0.080140434,0.08325566,-0.2288868
0.21173017,0.22536272,0.18945695,-0.32432857,-0.16188763,0.049383905
0.3145585,0.12645495,0.24303396,0.37314272,-0.014084022,0.012311747
-0.04731274,-0.14074637,-0.0027299868,0.069855794,-0.022572212,-0.038483646
-0.08738914,-0.16153942,-0.091838054,0.09709888,-0.049658984,-0.032081313
0.20076141,0.1999805,0.057965197,0.02922827,0.07710573,-0.07012016
0.112821035,0.24472244,0.06104726,-0.0029731514,0.012690158,0.03304706
0.054429803,0.06436711,0.056733824,-0.052836515,-0.023217987,-0.21757068
-0.08042952,-0.090513,-0.044331502,0.069395,-0.107929245,0.28776494
-0.056892745,-0.0017634869,-0.08616169,-0.05353137,-0.15501873,0.046348136
0.17988016,0.27374002,0.10620497,-0.053166352,0.075635895,0.23375814
-0.07353162,-0.194869,-0.075288884,0.09426399,0.15054628,0.055625267
0.17477234,0.2263429,0.06452391,-0.061926734,-0.070642315,0.11366335
0.04672083,-0.006568165,0.005242449,-0.29252344,-0.3238209,-0.4583181
-0.028763654,0.02628504,-0.015265766,0.05774088,0.2164449,-0.0017179612
-0.1577351,-0.16169934,-0.17228414,0.13970199,0.0035498096,0.27469504
0.054451283,0.05026156,0.01675828,-0.35500848,-0.41934434,-0.1847667
0.0019407409,-0.034507584,0.049161445,0.015839962,0.10504117,-0.09269667
0.22466671,0.22923991,0.21238564,-0.10509334,0.063469216,-0.07703839
-0.17009136,-0.1953435,-0.06649923,0.018542655,0.28074497,-0.24105352
0.35338253,0.3022256,0.34850043,0.18845212,-0.2311469,0.08276124
-0.07621597,-0.1833885,-0.1309809,-0.3515968,0.025458178,0.08006778
0.051614217,0.056867097,0.034798544,-0.121541634,0.19804457,-0.049118727
0.11230547,0.12462612,0.18710478,0.09656154,-0.051457167,-0.01867817
-0.013020952,-0.0147247,0.015224092,0.07166637,0.03685218,-0.30270508
0.3133689,0.34849545,0.28186628,-0.027273702,0.12226019,0.041429147
0.058604557,-0.076123804,0.09026703,0.1422692,-0.3165868,0.13457364
0.1382834,0.14469893,0.09259339,0.011063159,0.12444088,-0.27343875
0.08925671,0.10114152,0.0340864,-0.102123305,-0.1122398,-0.23926078
0.107914716,0.14953025,0.0066680247,0.13008337,0.023510309,-0.10935199
-0.027070686,-0.042058762,0.062432505,-0.15840325,0.2160217,0.123232655
0.113296576,0.10819256,0.069427796,0.13117826,0.04099394,0.31307852
-0.11972186,-0.14313194,-0.051831745,0.012922121,-0.3019562,0.19845757
0.07239802,0.10839134,0.03346732,-0.0956474,-0.057053022,-0.102764025
0.32247165,0.23824519,0.2746923,-0.13427806,-0.19015282,0.099655315
-0.25423938,-0.1966784,-0.13834472,0.055953022,0.11642846,0.058285695
0.15674329,0.07474195,0.028871315,0.29630774,0.055956777,0.14992805
0.08908123,0.06475994,0.015672514,0.08511991,-0.5605387,-0.06115473
0.07768007,0.08899841,0.1581371,-0.07602881,-0.11021664,-0.1371344
0.08498035,0.08821618,-0.023725092,-0.22795363,-0.2574911,-0.40503538
-0.03335524,-0.020682672,-0.0353405,-0.013114053,0.19223213,-0.11689949
-0.033948917,-0.14549416,-0.095805794,-0.03740902,0.10272885,0.15009733
-0.008232393,0.032737862,0.10422701,0.12454769,0.1417619,-0.025574788
-0.24565963,-0.20426013,0.066712156,-0.012142337,-0.024984926,0.071657725
0.070592456,-0.06515817,-0.01612591,0.20219593,-0.064235136,0.06870644
-0.04144631,-0.06742977,0.05433103,-0.09060678,0.045613263,-0.020542594
-0.32309723,-0.1825116,-0.21927635,0.19115996,0.017751511,0.07953351
-0.34702277,-0.16760977,-0.25820652,-0.12216078,0.18381138,-0.287627
-0.06488784,-0.116196625,-0.050833583,-0.17174348,0.030978922,-0.13243641
0.02397802,-0.06841098,0.025012119,0.07531215,-0.11089165,-0.15046357
0.14208159,0.22166176,0.089049585,0.10139302,0.006895936,0.50854486
0.056905948,0.033725463,0.029822122,0.17469782,0.03195602,0.07594386
-0.003178609,0.0027842121,0.07401871,-0.014629442,0.14181714,0.06303689
0.10963248,0.05250567,0.10201142,0.035326175,-0.1089012,0.2068948
0.07136081,0.08663141,0.04293906,0.16572711,0.25468636,0.17489369
0.15725015,0.10540655,0.04293993,0.18582845,0.3249466,0.03655262
0.033528868,0.07708944,0.06607141,-0.002239475,-0.21689004,0.05343432
0.09350883,0.110369235,0.01468653,0.07178258,-0.1893724,0.20871402
0.09964452,0.13294782,-0.00054591306,-0.029086346,-0.16553554,0.1701847
-0.14314343,0.02321178,-0.093981236,-0.30631864,-0.0576278,0.021275843
0.061600123,0.114255965,0.047935463,0.027186098,0.035906903,-0.11227445
0.021886269,0.0872629,-0.026101174,-0.11051101,-0.006379238,0.01908568
0.09030489,0.118432015,-0.0052604154,-0.25396204,0.02211776,0.24268919
0.10891103,0.15721285,0.06304437,-0.038268704,-0.08729522,0.12607576
-0.041435223,-0.04225256,0.08708308,0.06039703,0.06366298,0.023757435
0.035001777,-0.08362518,-0.013115714,-0.032688603,0.062451694,-0.07900655
0.004842905,-0.090424255,0.060776576,-0.03878829,-0.058272008,0.06526097
