Y_true,Y_preed,with_uAUG,with_GCC,with_GGC,with_CGG,with_GGG,with_CCC,with_TTT,with_AAA
7.536459815569999,7.3409777,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
8.431129015449999,7.5413647,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
7.746387033029999,7.9110265,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
7.60362757276,7.4177723,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
5.40707306658,5.637446,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
7.590888500469999,7.9478254,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
7.60732816758,7.65906,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
4.5365774327,4.6185417,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3.08273599947,3.8780332,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7.5963101458,7.7549186,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
8.10853317376,8.094059,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
7.748085087410001,8.627202,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.03380679311,4.3356676,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
7.881910397189999,7.7762184,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
8.16980760753,7.9584756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.2450488783,7.978818,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
4.17338712033,5.4953065,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4.42268310246,4.658147,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6.50553654005,6.3991933,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7.50135469185,8.984712,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
7.838093232799999,7.089889,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
7.475761519510001,7.098278,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
6.46555312852,6.033547,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
4.48387635095,4.8296123,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
7.0432970063800004,6.885542,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
7.87402933762,7.184479,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
7.64144465631,7.624236,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
5.66837155656,6.3354235,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
7.923370860989999,7.599692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.46676299977,8.293949,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
8.24188910479,8.205662,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2.80264213751,3.4753828,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
3.8885917084300003,4.2669005,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
3.3007268344300003,3.6522017,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3.78551465606,6.2069693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7.470788646160001,7.2917256,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3.97927103105,4.5983524,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
3.9895028609699996,4.013253,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
5.693193696390001,5.4001007,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
8.22159594228,7.3821864,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
8.4414233921,8.727004,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
8.1438410891,7.586755,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
3.6047164636,5.0500774,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
7.90654405878,7.7176194,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
5.453395593250001,5.375587,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.43502162791,6.059763,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
5.2249146696099995,4.447146,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
6.85316322156,8.104849,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
6.5570535005199995,5.212242,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3.4783084374300004,4.0930967,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5.5168488484800005,5.2586226,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
8.380168931310001,7.509808,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
6.5377943838100006,7.6575236,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
7.060052350139999,7.340864,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
7.455299350639999,7.5186734,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
7.329231047239999,7.302851,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7.66493250255,7.749984,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
7.23959616793,7.4819164,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
7.0020058298,7.5832987,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
7.7489548828600014,7.7858477,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6.01664119536,5.974059,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3.4674389201899998,3.347918,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
7.9358659857000005,7.8124285,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
4.78736602697,4.789628,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
6.60412669243,7.3454204,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7.7400565922,7.4331512,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
8.13263083903,8.055199,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
7.419044067919999,7.6670012,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
2.81252785427,3.6694531,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
8.240407434360003,7.611558,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
4.91077410013,4.6570034,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
7.950960083430001,7.899558,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
7.3137098422500015,7.7794952,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
3.88691441936,3.1911986,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.32613555205,5.3595147,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7.263970291160001,7.539918,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
7.61431586413,7.455708,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
3.9174107769999997,2.765003,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
3.5919485873300014,3.814732,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
7.95553159012,7.5532093,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
4.36581441052,4.6394343,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
6.98846660651,7.2702665,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3.8164119133999996,4.0506372,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
7.5008745115,7.1491604,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
7.97397229349,7.751142,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
7.1860589084500015,7.090335,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
7.98275535855,8.536476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.072387458130001,6.259679,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
6.83683702924,5.752318,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
4.11701559421,4.8278685,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
7.95323449087,7.926931,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6.258958907969999,5.8412185,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
6.110999650399999,4.902036,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
7.61694774781,7.5770745,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
7.72672631992,7.910735,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
5.09084541036,4.6594133,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
8.204773489980001,7.5210032,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
7.34815333393,6.8591113,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
7.5861234155699995,7.5961905,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
5.47776767576,4.525676,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
3.0700799744700005,1.3380854,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
7.40117599623,7.537921,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
4.476948129619999,4.510054,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
4.20333944809,3.9695761,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
4.68228628602,4.5815525,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
5.66957621082,5.5742397,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
5.41948445278,5.892903,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
7.4370814772600005,7.023823,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
8.11275491161,7.5911474,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
5.35457236032,5.3154187,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
7.912281672230001,7.703125,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
3.89386318515,5.0125456,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
7.444615514550001,7.426222,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
6.10711477345,6.171917,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
7.5280121742600015,7.304075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7.81338097128,7.465366,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
3.61457168102,3.7537715,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
7.82056932603,7.943418,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2.8956027744700004,3.0273893,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
6.82096133755,5.7738824,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
8.29915610229,7.4250107,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
7.940668286060001,7.208821,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
4.33005083997,5.074903,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
8.25049358333,7.7090096,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
4.587816179190001,4.7055674,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6.54665001934,6.0546455,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
6.27612237668,6.121954,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
5.06067025065,4.8013926,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
8.054301241689997,7.942454,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
8.189264327110001,8.312861,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
8.207056309119999,7.557368,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8.66166128845,7.9562507,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
3.69387690131,4.265652,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
7.32880048385,6.9533887,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
4.3896483144300005,4.53428,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
7.93872985157,8.691042,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8.887993216629997,7.6460357,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3.89926017356,3.6720676,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7.314917234430001,7.246524,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
7.148985662060001,6.6931133,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
5.35860488132,5.0667753,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.19395038778,4.42877,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
5.11810253643,4.1466856,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
7.35403075584,8.226351,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
8.012672357260001,8.197797,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
7.75289786545,7.7114263,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
3.38124641008,4.838586,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
7.021250975319999,7.0574646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.171933367360001,7.7278266,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7.52865018948,7.9488497,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
6.962049345539999,7.639322,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3.319366628,3.1737711,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
8.122499366160001,7.4426336,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4.39788074326,3.88387,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
5.356508019800001,5.214172,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
7.92247841992,7.3873734,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
7.292978777839999,7.3147297,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
8.0145341341,7.9968596,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7.1546641420700015,6.890192,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
6.08589295684,6.2800922,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
6.48604987625,6.429563,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
7.456348460730001,7.243561,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
7.277140913889999,7.5045066,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
5.718480798840001,5.552855,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
8.0505160912,7.8614044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.2588931741400025,6.8058586,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
6.878563890980001,6.8151174,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6.72885068985,6.9065895,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6.63696271309,6.805843,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
7.97206639158,7.815477,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
7.23810867457,7.6596384,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
7.58139025454,7.379878,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
7.8793789328,7.471799,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
7.856885262010001,7.389768,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
7.4658923028999995,7.8427615,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7.156201108069999,5.997643,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.011874208610001,7.4077287,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
6.89858848616,6.933589,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
7.6500146990100015,8.571755,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5.3751153127,5.2376375,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
8.3283968699,7.4523263,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
7.857703978939999,7.3513637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7.3143225346500005,6.9968915,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
7.124486000910001,7.340052,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
6.956413205589999,7.186782,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
3.9181369302599998,7.1929502,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5.6642604492299995,6.213898,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
8.16041550691,7.6554866,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
5.93567507189,5.224156,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6.293601015909999,6.7763352,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
7.470671340339999,7.3474803,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
4.73350329081,4.459346,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
6.51204695916,5.1522403,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
7.52831306541,7.586996,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
3.26200072114,3.1387312,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7.5068194112399995,7.465455,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
5.011063579040001,4.3604374,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
7.4503994987399995,7.0815516,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3.4571104436400004,2.9078922,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.65047112628,7.674525,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
7.038104071679999,6.388036,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
7.738287262619997,7.4973936,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.55036439168,7.653209,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
6.053528548049999,7.131694,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
7.398169563460001,7.449468,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
8.67035272491,7.964962,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3.7952931234199996,3.9926152,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
4.447492063,4.553651,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.4428311982599995,4.559407,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
7.86109541486,7.7873006,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
7.62389770603,7.1756454,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
8.12724469957,7.764742,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
7.29738110877,7.146406,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
7.795356283080001,7.44554,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
7.50101266867,7.0511026,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
7.15778516057,6.292983,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
7.7281407708800005,7.142472,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
7.292024068430001,7.1999903,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
6.942088225539999,6.434351,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.7859767479299995,7.130212,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
5.72271486038,5.470065,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
7.402836983119999,7.5161195,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5.16074417955,6.310784,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
7.98833171733,8.786831,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
5.3140716040300005,7.0116663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5.80637347489,5.2820907,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
7.11747505162,7.283776,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
7.19119448928,7.0049067,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
3.01942603236,3.7168643,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
5.88832073887,5.8265214,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
7.87330662642,7.6153293,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
7.75060083606,7.4411836,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8.19943839347,8.082678,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8.69770632299,7.5773296,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
6.8210229702900005,6.995192,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7.9182218436100005,7.75053,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
8.07563189135,7.2994933,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7.81835598478,7.96165,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
3.38908862593,5.1790185,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
7.7061687815100015,7.425119,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
7.647993413119999,6.9301906,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3.4060319161900003,3.3206048,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
7.18565335458,7.317841,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
4.35081045414,3.0407944,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
8.15167553497,7.7031026,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
6.50834809831,5.771668,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
6.82063607652,6.8014946,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
7.996368368139999,7.496295,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
5.2894632899500005,5.472684,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
4.63419077646,4.680004,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2.96004596841,2.7515457,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
7.97913048543,8.349552,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
4.84652869096,5.7386656,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
6.96817992882,7.156294,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5.75591978108,4.6261272,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
7.35003559012,7.640494,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
7.59714449643,7.0620613,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3.61372312871,6.719187,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
6.945235635489999,5.9341736,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7.0785272272399995,6.521188,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
8.41597202976,8.127961,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
6.42663789311,6.562275,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3.8456058016,3.319142,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
7.715320693260001,7.571578,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
8.153783980810001,7.967042,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2.87877269157,3.5768392,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8.20827412898,7.387585,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
7.77061276234,7.1981997,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7.60654442145,7.08963,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
3.5136036253400005,2.3011694,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
7.646347404069999,7.524748,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
8.02053566322,7.4182434,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
5.542887760780001,4.832271,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
8.19013433894,7.599715,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7.71552467902,7.409403,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
7.211126973260001,6.6503816,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
8.14443253504,7.1386847,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
6.50779732906,7.1018844,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
3.8853036004300003,3.7459936,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
8.058824801939997,7.776114,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
7.651364411369999,6.8828974,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
6.486958864630001,7.1428623,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8.44608951751,7.9703083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.52843221599,4.687306,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
6.8456596141900015,6.1407776,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5.9412787262699975,5.2516184,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
