Y_true,Y_pred,with_uAUG,with_GCC,with_GGC,with_CGG,with_GGG,with_CCC,with_TTT,with_AAA,recon_acc
7.91976077874,7.9190855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96
5.5892090798,5.486894,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,100
7.388258689910001,7.4186425,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,97
5.366828905869999,5.0627337,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,100
5.7898382804400015,5.3525796,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,96
7.284114174419999,7.973133,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,99
7.74613238888,7.5193048,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,100
6.06771181999,5.658854,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,100
7.66451753995,7.568751,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,100
7.76563318832,7.0775976,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,100
5.80185358373,5.5219426,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,98
6.4565625391,7.0356154,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,101
4.63072495448,4.136696,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,100
8.08952618886,8.116368,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,101
5.176923085119999,5.1281548,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,101
7.84019129987,7.5783215,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100
5.70608696847,4.8893995,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100
4.21233377916,4.060727,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100
8.41559047767,7.7031465,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,100
7.7221817102,8.036832,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,95
4.0049573877499975,4.979139,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,100
7.837909375010001,7.1852794,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,100
4.50751437964,5.61481,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,101
3.85951726569,3.7992659,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,101
1.02026865235,7.241524,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,99
7.84787521874,7.7836,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,96
6.08592541764,6.151065,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,100
7.88393665457,7.7226954,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,96
8.028322492580001,7.7552257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99
6.041348036980001,5.1987886,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,99
4.51095095132,4.569687,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,101
7.4294976364600025,7.0379834,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,101
7.3498083347800005,7.762306,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,100
8.36290343258,8.009036,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101
7.4697252496500015,6.7861967,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,101
4.01076712674,3.3200855,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,99
7.7822864789,7.685001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100
3.66189368628,3.2538195,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,99
4.11437546115,4.404029,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,101
9.0419369711,7.0738997,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,101
5.76694781484,5.642091,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,92
7.8552017337,7.046772,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,100
6.863776775980001,6.9255667,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,100
5.38018128008,5.4693847,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,101
5.58536471262,5.2105246,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,99
8.04460854922,8.114804,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,100
8.208717609439999,7.3174,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,98
8.04323439867,8.208998,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,99
7.25027764707,7.6378064,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,101
7.1081915026699996,7.3516617,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,99
8.67397905927,8.060397,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,98
7.563045993969999,7.7970557,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,100
7.6669145402100005,7.308471,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,101
4.65886989521,4.994545,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,98
3.9644702093800004,4.5451894,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,99
3.99301581898,4.154189,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,98
8.02740471417,7.421644,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,101
7.322533431749999,7.6124344,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,101
7.766285481860001,7.245958,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,98
4.4652762834,3.605546,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,100
7.5234625613600015,6.5563354,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,98
8.08120910812,8.03232,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,101
7.67175947479,7.2974176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99
4.167100008169999,4.30998,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,99
5.0264636949199994,4.4971094,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,100
8.15049423084,7.6351247,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,98
8.32535120238,7.529347,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,100
3.54758882702,3.9368887,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,101
6.009751844219999,6.988296,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,101
7.2375571891399995,7.885778,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,99
5.1636562011,5.6404104,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95
7.855207920880001,7.6929426,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,101
7.926810612839999,7.1932635,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,100
7.84217356473,7.5475764,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,101
3.8558289447199994,3.5461588,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,99
6.623781055569999,6.6319857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,98
7.6948770996,7.6457324,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,99
8.16964514153,7.875152,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,99
6.08133972979,6.2954545,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,98
6.08376623822,5.7987113,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,100
5.81594043825,5.1945424,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,101
8.72865940258,8.105785,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,98
8.07900326236,7.704456,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,99
6.78345567835,6.54944,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,99
7.8093346318800005,8.107092,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,93
5.467427006,5.631178,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,100
4.79271082671,3.622445,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100
7.85216819911,7.427205,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,93
8.31211003729,7.534948,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,98
6.60086952186,6.995774,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,99
8.05369329596,7.1277337,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,101
8.3362233303,8.1149,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,100
5.30488338086,4.852036,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,98
7.5961549798800005,7.5222983,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,101
7.93806061202,7.717528,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,101
8.14502182531,7.9049087,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,99
5.14287774899,4.25593,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,100
8.151108218080001,7.738892,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,98
7.94923094157,8.123925,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,100
5.01271414263,5.0798464,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,100
7.1358974347899995,6.76767,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,99
7.09432377508,7.228104,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,98
6.55711829324,5.7429194,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,100
7.47163363849,7.361466,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100
7.41702438132,7.4574046,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,101
8.18940956482,7.742949,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,100
7.709730361239999,7.965605,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,97
3.27873019452,3.6554642,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,95
7.3147211501100005,7.2577243,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,91
7.55873409089,7.5260315,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,101
7.436057316629999,7.7302155,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,96
7.69764533093,7.6041603,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,99
5.6195728916,5.4870152,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,98
7.562066270810001,8.096903,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,101
4.444611978169999,5.505686,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,96
4.85332723671,6.8388886,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,98
6.760331166880001,7.786866,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,98
5.17117563201,5.093665,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,99
8.15377560958,8.240357,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,99
7.5622218829799985,7.168158,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,100
5.65557164849,5.5121245,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,98
5.0950778216,4.8953433,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,98
3.91515769161,3.6528745,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,99
7.293788458019999,7.8334126,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,100
7.9038122839100025,7.656829,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100
4.0958943808,3.6433458,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,99
7.84017737972,6.8225455,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,100
8.23865891624,7.6044564,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,101
7.37265600085,6.9324136,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,101
7.754926208,7.310837,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99
7.70479344589,7.2144213,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,97
3.7021932269,3.3789086,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,100
6.10742469428,5.746874,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,99
6.49284273152,6.254871,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,99
7.91819992982,7.41276,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,100
2.71758236768,3.232061,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,98
5.7488782591,4.4103174,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,100
7.27599766344,7.2528234,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,100
7.365987294560001,7.49476,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,99
8.55196822587,8.25275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97
3.57890104602,3.5693393,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99
3.8891048275499998,4.976169,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,98
7.351157654339999,7.4721656,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,98
7.6686933882,8.039031,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,100
8.005786736260001,7.3334,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,98
7.4744413434000005,7.5300727,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,100
7.2387871418800005,6.8993835,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,98
8.1067353393,7.5054326,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,94
7.57717175457,7.976086,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,100
7.95061739515,7.729424,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,98
5.918347821009999,4.9542537,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,99
6.981903227639999,7.3128924,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,100
8.356381248930001,7.5021996,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,99
4.85986651144,4.771164,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,99
6.527772540580001,4.6691236,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,99
8.30212995903,8.267908,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,98
6.65994732533,7.1379304,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,93
7.70303578296,7.61649,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,100
2.8585531501099997,3.7655196,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,99
6.1067289176,5.2357306,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100
7.45990829533,7.392738,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,99
4.63492366592,4.8926897,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,101
4.17290049305,4.6973453,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,97
3.9013683644599997,3.954505,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,99
7.5924020111,7.486861,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,99
7.71247716922,7.958609,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,99
2.32070870883,3.6961098,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100
5.54581585505,5.275063,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100
3.1701319189499997,3.50664,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,100
4.06213777611,4.841924,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,99
8.11250778432,8.602369,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,101
8.23991225999,7.6814675,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,101
8.533055015510001,8.328766,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,99
6.7024728976100025,6.1780124,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,100
6.71788479292,5.9825454,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,99
5.14351763644,5.1284714,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,97
6.62712274465,5.4954677,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,99
7.7041112189,7.2577057,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,99
4.19994675191,4.8335633,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,99
8.0307799955,7.771262,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100
5.75669005045,5.3115225,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,98
4.42990276118,4.4832783,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,99
5.5025607038999995,5.945478,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,100
7.0007472046200006,5.4340143,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,99
7.35158646228,7.2106323,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99
5.4829630398099996,7.087675,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,99
8.35595758096,7.490461,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,100
6.165219418080001,5.6912913,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,101
7.112662108169999,7.379532,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100
7.490737025,7.5382137,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96
7.5082105856800005,7.6222553,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,101
7.512836616319999,7.0753155,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,100
3.50438477705,4.244258,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,99
7.07412354891,6.646822,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,99
5.01865136496,5.020604,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,98
6.2335953250900005,5.5572033,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,99
7.832683908210001,8.041536,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100
7.4563356557399985,7.708338,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,101
7.948431579139999,8.038169,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,98
7.4036472648,8.1162,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,101
8.20578664141,8.51203,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100
5.09792239435,4.4870806,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,100
4.0617845765,5.1012034,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,100
6.40624239931,6.182934,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,101
5.00548104744,4.647118,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,97
4.58988368965,4.3698893,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,99
5.98717443953,6.6246333,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,97
3.9228867684199993,4.1156597,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,99
8.0713713763,8.212547,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,96
4.61345673887,4.0643387,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,101
6.16227889825,6.1329994,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,99
7.718740229410001,7.93027,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,99
5.9120999445399995,5.4119573,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,100
7.34435879296,7.30911,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,99
5.0997240570499995,5.1869435,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,99
5.32198641859,5.106952,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,100
6.81399521734,6.509438,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,101
7.3057429384000026,7.5022316,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,99
7.64135967573,7.720214,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,100
7.81683240238,8.372191,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,101
3.7273011869999997,4.719076,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,99
5.3775988947,5.358392,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97
7.25115626658,8.198684,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,101
7.95806903496,7.8967714,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,98
7.7854552179,8.081844,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,98
5.41139996949,5.43983,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99
6.953422826860001,7.321509,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100
6.40032040982,6.58523,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100
7.27940803457,6.8187256,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,98
8.221230998889999,7.7156453,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,99
5.18299982056,4.118189,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,99
4.06467940642,4.7991915,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,100
6.96817992882,7.8449416,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,101
7.97235022783,8.1324415,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,101
6.625869238759999,7.2739644,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,95
7.7335182263,6.801978,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,99
7.37912494871,7.6120734,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,101
6.917467744710001,7.316897,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,99
7.75494253388,8.030756,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,98
7.831086228139999,7.1347823,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,99
7.928463505660001,8.125534,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,98
3.32160817362,2.6393385,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,101
7.58577634286,8.298518,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,99
8.30727298967,7.3467827,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,99
6.855514872330001,6.881479,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,101
8.58368930048,7.8471737,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,98
5.5375902671500015,5.0521774,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,99
6.68562756182,7.3391776,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,98
4.61650719294,4.785879,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,101
7.860774363380001,8.182226,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,101
5.99907618365,5.2783494,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,101
4.951643686740001,5.0683084,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,98
4.8793394788999995,5.3750005,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100
4.86665752688,4.8006253,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100
3.88642224561,2.1041174,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,100
7.089980468310001,7.345392,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,100
7.71578017868,7.946826,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,100
7.2563529937,7.681663,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,101
3.89386318515,5.3056264,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,100
7.768109523150001,8.213339,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,100
7.0292096607,8.231514,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,98
3.2849757411400002,3.060977,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,99
4.92597925821,5.7301383,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,100
6.75580821658,7.317583,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,101
7.04392908725,7.6237,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,99
5.9505849608200005,5.793164,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,100
6.229060027949999,6.6735325,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,95
7.844923230619999,8.082665,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,101
4.30626647116,5.4506283,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,97
5.34203072873,4.7896605,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,99
7.021086385560001,6.699792,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,100
8.022902878210001,7.9743085,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,99
